time_stamp,song,artist
2023-05-15 17:52:10,Take It To The Rink,Kim Scott
2023-05-15 17:54:31,Lovers Melody,Ryan La Valette/Nicholas Cole
2023-05-15 17:59:46,Sax in the City,Warren Hill
2023-05-15 18:05:44,Lucky Star,Paul Hardcastle
2023-05-15 18:09:49,Full Circle,Daryl Beebe
2023-05-15 18:13:20,Better Days Ahead,Pat Metheny Group
2023-05-15 18:18:37,"Sarah, Sarah",Jonathan Butler
2023-05-15 18:23:20,Groove With Me,Willie Bradley
2023-05-15 18:27:26,In the Groove,Richard Elliot
2023-05-15 18:32:07,For The Cool In You,Cindy Bradley
2023-05-15 18:37:22,Not a Cloud in the Sky,Gerey Johnson/Ramon Yslas
2023-05-15 18:42:03,Hang Time,Michael Paulo
2023-05-15 18:46:10,The Girl from Ipanema,Al Jarreau/Oleta Adams
2023-05-15 18:50:16,Waterfall,Kim Waters
2023-05-15 18:54:23,M.W.A. (Musicians With Attitude),David Benoit
2023-05-15 18:59:15,Just Like That,Nick Colionne
2023-05-15 19:03:59,The Promise,Urban Knights
2023-05-15 19:08:06,Kisses in the Rain,Rick Braun
2023-05-15 19:12:10,Easy,Tim Bowman
2023-05-15 19:15:40,Midnight Thunder,Spyro Gyra
2023-05-15 19:19:46,New York State of Mind,Diane Schuur
2023-05-15 19:25:03,Wrapped Up In Your Smile,Dave Koz
2023-05-15 19:29:44,Can You Feel It,Adam Hawley/Marcus Anderson
2023-05-15 19:34:25,Ridin' The Wave,Vincent Ingala
2023-05-15 19:38:31,Esperanza,Bluezeum
2023-05-15 19:41:33,Right In There,Kombo
2023-05-15 19:46:13,Love Is Stronger Than Pride,Sade
2023-05-15 19:48:07,Love Is Stronger Than Pride,Sade
