time_stamp,song,artist
2023-05-01 08:21:42,The Thought of You,Thom Rotella
2023-05-01 08:23:34,Moon Glide,Praful
2023-05-01 08:27:17,Sandcastles,Brian Culbertson
2023-05-01 08:33:18,My Girl Sunday,Chieli Minucci
2023-05-01 08:37:29,Astrud,Basia
2023-05-01 08:41:54,Caught Me By Surprise,Vincent Ingala
2023-05-01 08:44:55,Steps On The Globe,Keiko Matsui
2023-05-01 08:49:07,Philadelphia,Rick Braun
2023-05-01 08:55:09,Wrapped Up In Your Smile,Dave Koz
2023-05-01 08:59:56,Summer Madness,Kool & The Gang
2023-05-01 09:04:08,Take It To The Rink,Kim Scott
2023-05-01 09:08:57,How I Feel With You,Jeff Ryan
2023-05-01 09:11:56,X Marks the Spot,Joe Sample
2023-05-01 09:16:45,Desafinado (Slightly Out of Tune),Karrin Allyson
2023-05-01 09:23:23,Missing You,Randal Clark
2023-05-01 09:27:01,Aphrodisiac,Kevin Toney
2023-05-01 09:31:12,KJ's Vybe,Kevin Jackson
2023-05-01 09:37:09,Calle Del Soul,Richard Elliot
2023-05-01 09:40:47,Generation U,Sean U
2023-05-01 09:44:59,Worrisome Heart,Melody Gardot
2023-05-01 09:49:11,Sweet Grapes,Marion Meadows
2023-05-01 09:53:22,Out To Lunch,Oli Silk
2023-05-01 09:58:08,Let's Have a Good Time,The Braxton Brothers
2023-05-01 10:01:09,SaSSaY,Paul Jackson Jr.
2023-05-01 10:05:19,Off Broadway,Steve Cole
2023-05-01 10:09:29,Just Like That,Nick Colionne
2023-05-01 10:13:04,South for the Winter,Bob Mamet
2023-05-01 10:14:16,Just Like That,Nick Colionne
2023-05-01 10:14:52,South for the Winter,Bob Mamet
2023-05-01 10:21:36,Spoon,Grace Kelly
2023-05-01 10:23:25,Easy Livin',Norman Brown
2023-05-01 10:27:37,Old School,Everette Harp
2023-05-01 10:30:01,You And I,Michael Lington
2023-05-01 10:36:01,The One,Greg Manning/Julian Vaughn
2023-05-01 10:40:12,Face To Face,Chris Standring
2023-05-01 10:44:23,Bubble,Basia
2023-05-01 10:47:59,To the Max,Gerald Albright
2023-05-01 10:51:00,Night Walk,Rick Braun
2023-05-01 10:56:59,Hookline,Matt Lee
2023-05-01 11:00:36,Jamaican Nights,Russ Freeman
2023-05-01 11:06:00,Blondes & Bottles,Greg Adams
2023-05-01 11:10:10,Everybody Get Up,Patrick Lamb
2023-05-01 11:13:10,Deixa,Marc Antoine
2023-05-01 11:17:59,I Want You,Dianne Reeves
2023-05-01 11:22:10,Everlasting,Darren Rahn
2023-05-01 11:25:46,Crosstown Kids,Larry Carlton/Lee Ritenour
2023-05-01 11:31:47,Piermont Nights,Jazz Holdouts
2023-05-01 11:35:23,World Citizen,Steve Oliver
2023-05-01 11:40:23,Switch Up,Phil Denny
2023-05-01 11:44:35,Aguas de Marco (Waters of March),Eliane Elias/Take 6
2023-05-01 11:50:35,And Now This,Paul Taylor
2023-05-01 11:54:12,If You Ask Me,Nick Colionne
2023-05-01 11:57:48,On A Roll,Quintin Gerard W.
2023-05-01 12:01:27,Spirit Dance,Keiko Matsui
2023-05-01 12:05:01,Can You Feel It,Adam Hawley/Marcus Anderson
2023-05-01 12:09:48,Deja Vu,Walter Beasley
2023-05-01 12:13:23,Soul Dance,Norman Brown
2023-05-01 12:18:09,London in Springtime,Paul Hardcastle
2023-05-01 12:22:21,Stand Up!,Roberto Restuccia
2023-05-01 12:25:58,Lotus Leaves,Bob James
2023-05-01 12:31:56,Ashland,Randal Clark
2023-05-01 12:36:09,You Are Not Alone,Chris Botti
2023-05-01 12:39:45,Take It Uptown,Gino Rosaria
2023-05-01 12:43:22,I Dont Mind,Maysa
2023-05-01 12:48:46,Better Times,Rick Braun and Richard Elliot
2023-05-01 12:54:10,Cafe Mocha,Jesse Cook
2023-05-01 12:56:35,Groove Together,Jayson Tipp
2023-05-01 13:01:46,Crossing,Eric Marienthal/Chuck Loeb
2023-05-01 13:05:57,Full Bloom,Kayla Waters
2023-05-01 13:10:08,100% Cotton,Nathan Mitchell
2023-05-01 13:14:17,So Far from Home,Dave Koz
2023-05-01 13:21:30,Unforgettable,George Benson/Wynton Marsalis
2023-05-01 13:25:41,Treat Her Right,Jacob Webb
2023-05-01 13:29:50,Botswana Bossa Nova,David Benoit
2023-05-01 13:33:26,Coastin',Julian Vaughn
2023-05-01 13:38:16,Metropolis,Boney James
2023-05-01 13:43:06,Off The Top,Kim Scott
2023-05-01 13:47:53,Day Is Done,Charlie Hunter & Norah Jones
2023-05-01 13:52:05,Perfect Nites,Najee
2023-05-01 13:56:16,I Keep Forgettin',Allen Hinds
2023-05-01 13:59:17,Touch And Go,Jazzmasters
