time_stamp,song,artist
2023-05-21 09:00:39,Mango Tango,Richard Elliot
2023-05-21 09:02:08, ,
2023-05-21 09:03:27,Mango Tango,Richard Elliot
2023-05-21 09:05:18, ,
2023-05-21 09:07:12,Tip of the Hat,Kombo
2023-05-21 09:09:04, ,
2023-05-21 09:10:19,Just A Taste,Marcus Anderson
2023-05-21 09:13:26,Taboo,Damien Escobar
2023-05-21 09:14:03, ,
2023-05-21 09:15:17,Taboo,Damien Escobar
2023-05-21 09:16:32, ,
2023-05-21 09:17:09,Autumn Serenade,Kirk Whalum
2023-05-21 09:22:07,Street Talk,Dan Siegel
2023-05-21 09:23:59, ,
2023-05-21 09:25:14,Street Talk,Dan Siegel
2023-05-21 09:25:50, ,
2023-05-21 09:28:19,Cruisin' On Sunset,Mike Phillips
2023-05-21 09:28:56,Lucky,Ken Navarro
2023-05-21 09:33:55,Ashland,Randal Clark
2023-05-21 09:37:03,Pop's Cool Groove,Norman Brown
2023-05-21 09:37:40, ,
2023-05-21 09:38:17,Pop's Cool Groove,Norman Brown
2023-05-21 09:41:19,Woody's Gap,Roberto Vally
2023-05-21 09:44:21, ,
2023-05-21 09:46:10,Fire of Love,Gabriela Anders
2023-05-21 09:49:13,The One,Greg Manning/Julian Vaughn
2023-05-21 09:51:39, ,
2023-05-21 09:52:15,The One,Greg Manning/Julian Vaughn
2023-05-21 09:53:27, ,
2023-05-21 09:54:03,Secrets Told,Kim Waters
2023-05-21 09:55:16, ,
2023-05-21 09:56:30,Secrets Told,Kim Waters
2023-05-21 09:59:32,Philly Style,Jeff Lorber
2023-05-21 10:01:29, ,
2023-05-21 10:02:06,Philly Style,Jeff Lorber
2023-05-21 10:03:55, ,
2023-05-21 10:05:07,Eleanor Rigby,Wes Montgomery
2023-05-21 10:06:56,Stepper's D Lite,Pieces Of A Dream
2023-05-21 10:09:57, ,
2023-05-21 10:12:23,For The Cool In You,Cindy Bradley
2023-05-21 10:14:11, ,
2023-05-21 10:18:25,Illuminate,Steve Oliver
2023-05-21 10:20:15, ,
2023-05-21 10:21:27,Illuminate,Steve Oliver
2023-05-21 10:23:16, ,
2023-05-21 10:24:28,Coastline Crusader,Paul Hardcastle
2023-05-21 10:26:54, ,
2023-05-21 10:28:07,Reveillez-Vous,Peter White
2023-05-21 10:29:56,Ridin' The Wave,Vincent Ingala
2023-05-21 10:31:13, ,
2023-05-21 10:32:26,Ridin' The Wave,Vincent Ingala
2023-05-21 10:33:02, ,
2023-05-21 10:34:15,Staten Island Groove,Down to the Bone
2023-05-21 10:42:11, ,
2023-05-21 10:45:49,Feels Like Forever,Lindsey Webster
2023-05-21 10:47:05, ,
2023-05-21 10:48:19,Feels Like Forever,Lindsey Webster
2023-05-21 10:53:10,Simple,Warren Hill
2023-05-21 10:56:49,My Funny Valentine,Paul Brown
2023-05-21 10:58:03, ,
2023-05-21 11:01:47,Backyard Brew,JT Project
2023-05-21 11:05:43,Reflections,Keiko Matsui
2023-05-21 11:07:40, ,
2023-05-21 11:08:59,Reflections,Keiko Matsui
2023-05-21 11:09:38,Kissing a Star,Deepak Thettu
2023-05-21 11:10:56, ,
2023-05-21 11:11:34,Kissing a Star,Deepak Thettu
2023-05-21 11:12:54, ,
2023-05-21 11:17:24,One On One,Wayman Tisdale
2023-05-21 11:18:40,I Keep Forgettin',Allen Hinds
2023-05-21 11:19:20, ,
2023-05-21 11:20:37,I Keep Forgettin',Allen Hinds
2023-05-21 11:22:31, ,
2023-05-21 11:23:10,April,Mindi Abair
2023-05-21 11:24:27, ,
2023-05-21 11:25:06,April,Mindi Abair
2023-05-21 11:26:32, ,
2023-05-21 11:27:09,Groovers and Shakers,Blake Aaron
2023-05-21 11:27:46, ,
2023-05-21 11:29:05,Groovers and Shakers,Blake Aaron
2023-05-21 11:30:58,Bounce,Najee
2023-05-21 11:32:10, ,
2023-05-21 11:32:47,Bounce,Najee
2023-05-21 11:33:59, ,
2023-05-21 11:35:11,Bounce,Najee
2023-05-21 11:35:47,Expression,Joyce Cooling
2023-05-21 11:38:47, ,
2023-05-21 11:39:58,Smooth Operator,Sade
2023-05-21 11:41:11, ,
2023-05-21 11:41:47,Smooth Operator,Sade
2023-05-21 11:43:35,No Limits,Nick Colionne
2023-05-21 11:44:47, ,
2023-05-21 11:45:59,No Limits,Nick Colionne
2023-05-21 11:47:48,Deja Vu,Walter Beasley
2023-05-21 11:49:38, ,
2023-05-21 11:50:50,Deja Vu,Walter Beasley
2023-05-21 11:52:03,Nightshift,Gregg Karukas
2023-05-21 11:55:40, ,
2023-05-21 11:58:02,Full Court Press,Ragan Whiteside
2023-05-21 12:01:05,Night Rhythms,Lee Ritenour
2023-05-21 12:05:58, ,
2023-05-21 12:06:33,The Rose,Urban Knights
2023-05-21 12:07:46, ,
2023-05-21 12:08:57,The Rose,Urban Knights
2023-05-21 12:11:38, ,
2023-05-21 12:12:51,Luminosa,Craig Chaquico
2023-05-21 12:14:38, ,
2023-05-21 12:17:50,Come With Me,George Howard
2023-05-21 12:19:40,It's You,Lin Rountree
2023-05-21 12:20:54, ,
2023-05-21 12:22:41,It's You,Lin Rountree
2023-05-21 12:25:45,Cold Duck,Al Jarreau
2023-05-21 12:27:01, ,
2023-05-21 12:27:41,Cold Duck,Al Jarreau
2023-05-21 12:28:53, ,
2023-05-21 12:29:29,Chitlins Con Carne,Stevie Ray Vaughan/Double Trouble
2023-05-21 12:30:42, ,
2023-05-21 12:31:58,Chitlins Con Carne,Stevie Ray Vaughan/Double Trouble
2023-05-21 12:32:36, ,
2023-05-21 12:33:54,Bring It,Kim Waters
2023-05-21 12:34:32, ,
2023-05-21 12:37:36,"Mercy, Mercy, Mercy",Tom Scott
2023-05-21 12:38:11, ,
2023-05-21 12:38:49,"Mercy, Mercy, Mercy",Tom Scott
2023-05-21 12:39:27, ,
2023-05-21 12:40:07,"Mercy, Mercy, Mercy",Tom Scott
2023-05-21 12:42:07, ,
2023-05-21 12:42:46,"Mercy, Mercy, Mercy",Tom Scott
2023-05-21 12:45:10, ,
2023-05-21 12:45:47,Soulmate,Nicholas Cole
2023-05-21 12:47:00, ,
2023-05-21 12:47:36,Soulmate,Nicholas Cole
2023-05-21 12:48:50,Moon Goddess,Michael Lington
2023-05-21 12:49:26, ,
2023-05-21 12:52:40,This Masquerade,George Benson
2023-05-21 12:53:56, ,
2023-05-21 12:54:36,This Masquerade,George Benson
2023-05-21 12:57:39, ,
2023-05-21 13:02:04,Breakthrough,Cal Harris Jr.
2023-05-21 13:04:30,Marina's Dream,Joyce Cooling
2023-05-21 13:05:06, ,
2023-05-21 13:05:42,Marina's Dream,Joyce Cooling
2023-05-21 13:08:43, ,
2023-05-21 13:10:36,For The Love Of You,The Isley Brothers
2023-05-21 13:11:49, ,
2023-05-21 13:13:03,For The Love Of You,The Isley Brothers
2023-05-21 13:16:06, ,
2023-05-21 13:17:15,East River Drive,"Grover Washington, Jr."
2023-05-21 13:17:49, ,
2023-05-21 13:18:58,East River Drive,"Grover Washington, Jr."
2023-05-21 13:19:32, ,
2023-05-21 13:20:41,Lovers Melody,Ryan La Valette/Nicholas Cole
2023-05-21 13:24:42, ,
2023-05-21 13:25:17,Lovers Melody,Ryan La Valette/Nicholas Cole
2023-05-21 13:26:27,Let Go,Selina Albright/Gerald Albright
2023-05-21 13:27:01, ,
2023-05-21 13:29:18,Let Go,Selina Albright/Gerald Albright
2023-05-21 13:30:27,Feelin' Fine,Spyro Gyra
2023-05-21 13:31:35, ,
2023-05-21 13:33:53,Feelin' Fine,Spyro Gyra
2023-05-21 13:34:27, ,
2023-05-21 13:36:11,25 Or 6 To 4,Dave Koz
2023-05-21 13:37:20, ,
2023-05-21 13:39:03,25 Or 6 To 4,Dave Koz
2023-05-21 13:40:44, ,
2023-05-21 13:41:18,Cadillac Slim,Rick Braun
2023-05-21 13:43:01, ,
2023-05-21 13:44:43,Cadillac Slim,Rick Braun
2023-05-21 13:45:18, ,
2023-05-21 13:48:45,Maybe Tonight,Nestor Torres
2023-05-21 13:51:01, ,
2023-05-21 13:52:09,Ain't No Stoppin' Us Now,Wayman Tisdale
2023-05-21 13:56:08, ,
2023-05-21 13:57:17,Ain't No Stoppin' Us Now,Wayman Tisdale
2023-05-21 13:57:51, ,
2023-05-21 13:59:00,Everything’s Changing (remix),Jo Harrop
2023-05-21 14:00:08, ,
2023-05-21 14:01:51,Friday Night,Jonathan Fritzen
2023-05-21 14:03:34, ,
2023-05-21 14:06:59,If You Knew,Walter Beasley
2023-05-21 14:08:41, ,
2023-05-21 14:09:15,If You Knew,Walter Beasley
2023-05-21 14:09:48, ,
2023-05-21 14:10:22,If You Knew,Walter Beasley
2023-05-21 14:11:31, ,
2023-05-21 14:12:39,Groove Factor,Skinny Hightower
2023-05-21 14:13:13, ,
2023-05-21 14:14:54,Groove Factor,Skinny Hightower
2023-05-21 14:16:02,Embrace,Jeff Ryan
2023-05-21 14:17:10, ,
2023-05-21 14:17:44,Embrace,Jeff Ryan
2023-05-21 14:18:18, , 
2023-05-21 14:23:25,Face To Face,Chris Standring
2023-05-21 14:23:59, ,
2023-05-21 14:24:33,Brooklyn Heights,Down to the Bone
2023-05-21 14:25:07, ,
2023-05-21 14:26:16,Brooklyn Heights,Down to the Bone
2023-05-21 14:27:24, ,
2023-05-21 14:27:58,Brooklyn Heights,Down to the Bone
2023-05-21 14:31:22, ,
2023-05-21 14:33:39,All For One,Allen Carman Project
2023-05-21 14:34:14, ,
2023-05-21 14:35:22,All For One,Allen Carman Project
2023-05-21 14:35:57,Double Dutch,Jesse Cook
2023-05-21 14:36:31,All For One,Allen Carman Project
2023-05-21 14:37:05, ,
2023-05-21 14:39:20,Double Dutch,Jesse Cook
2023-05-21 14:40:29, ,
2023-05-21 14:41:04,Double Dutch,Jesse Cook
2023-05-21 14:41:39,Generation U,Sean U
2023-05-21 14:42:13, ,
2023-05-21 14:42:47,Generation U,Sean U
2023-05-21 14:44:28,Keep That Same Old Feeling,Crusaders
2023-05-21 14:45:02, ,
2023-05-21 14:46:11,Keep That Same Old Feeling,Crusaders
2023-05-21 14:48:28, ,
2023-05-21 14:49:37,Keep That Same Old Feeling,Crusaders
2023-05-21 14:50:12,Raise the Roof,Bob James/Boney James
2023-05-21 14:52:28, ,
2023-05-21 14:53:36,Raise the Roof,Bob James/Boney James
2023-05-21 14:55:18,Shake It,Nils
2023-05-21 14:55:53, ,
2023-05-21 14:59:51,Shake It,Nils
2023-05-21 15:00:26,Magic Mirror,Carol Albert
2023-05-21 15:01:00, ,
2023-05-21 15:01:34,Magic Mirror,Carol Albert
2023-05-21 15:02:42, ,
2023-05-21 15:04:24,Magic Mirror,Carol Albert
2023-05-21 15:04:58,Deep Pockets,Phillip Martin
2023-05-21 15:06:06, ,
2023-05-21 15:09:30,Smooth Soul,Jeff Bradshaw
2023-05-21 15:12:54, ,
2023-05-21 15:15:10,"Right On, Right On",Adam Hawley/Julian Vaughn
2023-05-21 15:16:17, ,
2023-05-21 15:16:51,"Right On, Right On",Adam Hawley/Julian Vaughn
2023-05-21 15:17:58,Shake Your Body (Down To The Ground),BWB
2023-05-21 15:19:06, ,
2023-05-21 15:20:14,Shake Your Body (Down To The Ground),BWB
2023-05-21 15:23:03,I Dont Mind,Maysa
2023-05-21 15:24:45, ,
2023-05-21 15:25:18,I Dont Mind,Maysa
2023-05-21 15:27:35, ,
2023-05-21 15:28:09,7 And 7,Paul Brown\Euge Groove
2023-05-21 15:29:50, ,
2023-05-21 15:30:59,7 And 7,Paul Brown\Euge Groove
2023-05-21 15:32:06, ,
2023-05-21 15:32:40,Lisa,Chris Botti
2023-05-21 15:33:14, ,
2023-05-21 15:33:47,Lisa,Chris Botti
2023-05-21 15:34:55, ,
2023-05-21 15:35:29,Lisa,Chris Botti
2023-05-21 15:37:44, ,
2023-05-21 15:38:52,Coming Home,Jonathan Butler
2023-05-21 15:41:07, ,
2023-05-21 15:42:49,Right In There,Kombo
2023-05-21 15:44:31, ,
2023-05-21 15:45:05,Right In There,Kombo
2023-05-21 15:46:12,If Only,Raul Midon
2023-05-21 15:47:20, ,
2023-05-21 15:47:55,If Only,Raul Midon
2023-05-21 15:49:03, ,
2023-05-21 15:49:37,If Only,Raul Midon
2023-05-21 15:51:20, ,
2023-05-21 15:53:02,If Only,Raul Midon
2023-05-21 15:53:36,Nice and Easy,Walter Beasley
2023-05-21 15:54:44, ,
2023-05-21 15:55:18,Nice and Easy,Walter Beasley
2023-05-21 15:57:36, ,
2023-05-21 15:58:10,All About You,Brian Culbertson
2023-05-21 16:00:26, ,
2023-05-21 16:01:01,All About You,Brian Culbertson
2023-05-21 16:01:35,Just Like That,Nick Colionne
2023-05-21 16:02:43, ,
2023-05-21 16:03:52,Just Like That,Nick Colionne
2023-05-21 16:05:00, ,
2023-05-21 16:05:34,Sport Coat Makes Good,Jeff Lorber Fusion
2023-05-21 16:07:17, ,
2023-05-21 16:07:51,Sport Coat Makes Good,Jeff Lorber Fusion
2023-05-21 16:08:59, ,
2023-05-21 16:10:41,Wes Bound,Lee Ritenour
2023-05-21 16:15:12, ,
2023-05-21 16:16:54,On A Roll,Quintin Gerard W.
2023-05-21 16:19:45,One Night (Alone With You),Earl Klugh
2023-05-21 16:20:20, ,
2023-05-21 16:22:02,One Night (Alone With You),Earl Klugh
2023-05-21 16:24:18,I'm Coming Through,Diana Krall
2023-05-21 16:26:00, ,
2023-05-21 16:26:34,I'm Coming Through,Diana Krall
2023-05-21 16:27:41, ,
2023-05-21 16:28:15,I'm Coming Through,Diana Krall
2023-05-21 16:29:22, ,
2023-05-21 16:35:36,'Til We Meet Again,Paul Taylor
2023-05-21 16:37:19,For The Cool In You,Cindy Bradley
2023-05-21 16:43:04,Heart's Horizon,Byron Miller
2023-05-21 16:47:45, ,
2023-05-21 16:50:04,Feel The Breeze,Shaun LaBelle/Patrice Rushen
2023-05-21 16:51:14, ,
2023-05-21 16:51:50,Feel The Breeze,Shaun LaBelle/Patrice Rushen
2023-05-21 16:53:00, ,
2023-05-21 16:54:45,On The Upside,Steve Oliver/Warren Hill
