time_stamp,song,artist
2022-12-16 13:26:09,Easy Livin',Norman Brown
2022-12-16 13:26:47,Donut Jam,Peet Project
2022-12-16 13:29:21,Co-Motion,Lemek
2022-12-16 13:34:19,Show Me,Rebecca Jade
2022-12-16 13:38:06,Force,Judah Sealy
2022-12-16 13:42:26,Off The Top,Kim Scott
2022-12-16 13:46:09,New Bossa,Les Sabler
2022-12-16 13:51:12,What Child Is This,Jessy J
2022-12-16 13:53:40,Nine 2 Five,Nils
2022-12-16 13:57:23,Breakthrough,Cal Harris Jr.
2022-12-16 14:01:45,Montreux,Walter Beasley
2022-12-16 14:11:11,Feliz Navidad,Tom Scott
2022-12-16 14:14:53,Believe,Erin Stevenson/Paul Brown
2022-12-16 14:18:37,Journey To Love,Nathan Mitchell/Kirk Whalum
2022-12-16 14:24:49,Tuff Puzzle,Acoustic Alchemy
2022-12-16 14:28:36,Nothing Ever Hurt Like You,Mindi Abair
2022-12-16 14:34:49,Masques,Philippe Saisse
2022-12-16 14:38:32,Passport to Paradise,Elan Trotman
2022-12-16 14:43:29,The Holiday's On!,Joyce Cooling
2022-12-16 14:45:21,XXL,Euge Groove
2022-12-16 14:50:25,The Morning After,Ronny Jordan
2022-12-16 14:57:17,And Now This,Paul Taylor
2022-12-16 15:00:28,Saul Goode,Brian Bromberg
2022-12-16 15:04:48,Carol Of The Bells,Steve Oliver
2022-12-16 15:09:11,Street Life,Joe Sample
2022-12-16 15:12:58,Sunset (Por Do Sol),Michael Lington
2022-12-16 15:18:35,Let It Breathe,Michael Broening
2022-12-16 15:22:59,God Rest Ye Merry Gentlemen,Paul Brown
2022-12-16 15:26:45,One On One,Wayman Tisdale
2022-12-16 15:30:28,Coastline Crusader,Paul Hardcastle
2022-12-16 15:34:10,Coming Right At Ya,Michael Manson
2022-12-16 15:39:09,Hustle,Jazz Funk Soul
2022-12-16 15:43:29,Cafe Rio,David Benoit
2022-12-16 15:47:14,Happy Xmas (War Is Over)/Imagine,Dave Koz
2022-12-16 15:52:51,Let's Get Down Tonight,Adam Hawley
2022-12-16 15:56:38,Breakout,3rd Force
2022-12-16 15:59:47,In The Moment,Brien Andrews
2022-12-16 16:04:05,My Favorite Things,Anita Baker
2022-12-16 16:09:48,Midnight in San Juan,Earl Klugh
2022-12-16 16:15:26,Let's Get On It,Kim Waters
2022-12-16 16:19:46,After We Play,Johnny Britt/Peter White
2022-12-16 16:23:30,Skating,Boney James
2022-12-16 16:27:17,Moanin',Philippe Saisse
2022-12-16 16:32:20,Quantum Soul,Keith Andrew
2022-12-16 16:36:03,Anthem For A New America,Jeff Lorber
2022-12-16 16:39:09,Georgy Porgy,Mo Louis
2022-12-16 16:44:10,I'm OK,Lindsey Webster
2022-12-16 16:49:51,White Christmas,David Garfield
2022-12-16 16:54:49,Groove Assets,Richard Smith
2022-12-16 16:59:10,Don't Take Your Love Away,Wayman Tisdale
