time_stamp,song,artist
2023-05-07 08:30:49,Drive Time,Chris Botti
2023-05-07 08:32:00,Velocity,John E. Lawrence
2023-05-07 08:35:35,As We Speak,David Sanborn
2023-05-07 08:39:09,Easy Livin',Norman Brown
2023-05-07 08:43:54,Spoon,Grace Kelly
2023-05-07 08:47:28,Beat Street,David Benoit
2023-05-07 08:51:02,I Keep Forgettin',Allen Hinds
2023-05-07 08:54:35,Just Feelin' It,Michael Manson
2023-05-07 08:58:09,Double Talk,Fantasy Band
2023-05-07 09:02:55,Unlimited Love,Jazzmasters
2023-05-07 09:06:30,Forecast,Jazz Funk Soul
2023-05-07 09:11:16,Colibri,Incognito
2023-05-07 09:17:13,Moonlighting,The Rippingtons
2023-05-07 09:23:10,Off The Top,Kim Scott
2023-05-07 09:27:58,Living Out Loud,Joyce Cooling
2023-05-07 09:34:31,On A Roll,Quintin Gerard W.
2023-05-07 09:37:29,Mister Magic,Peter White
2023-05-07 09:41:39,NuJazzy,Bobby Lyle
2023-05-07 09:46:25,"Open Your Eyes, You Can Fly",Lizz Wright
2023-05-07 09:51:11,It's You,Lin Rountree
2023-05-07 09:55:21,3rd Degree,Fourplay
2023-05-07 10:00:06,Maya,Mark Whitfield
2023-05-07 10:04:52,Here With You,Brian Simpson
2023-05-07 10:09:37,Piermont Nights,Jazz Holdouts
2023-05-07 10:13:12,Lately,Anita Baker
2023-05-07 10:16:46,Into the Blue,Boney James
2023-05-07 10:21:34,Bossman,Ron Bosse
2023-05-07 10:25:08,Secret Romance,Kim Waters
2023-05-07 10:29:52,"Right On, Right On",Adam Hawley/Julian Vaughn
2023-05-07 10:33:28,Missing in Venice,Rick Braun
2023-05-07 10:38:13,Trying To Get Back Home,Bill Heller
2023-05-07 10:41:47,You're the One for Me,Blake Aaron
2023-05-07 10:45:21,Groove With Me,Willie Bradley
2023-05-07 10:50:07,Picture This,Brian Hughes
2023-05-07 10:56:05,Sermonized,Joe Sample
2023-05-07 11:00:52,Knock On Wood,Gerald Albright
2023-05-07 11:04:26,Groove Central,Lemek
2023-05-07 11:09:10,Rio Drive,Gregg Karukas
2023-05-07 11:13:56,Coming Home,Jonathan Butler
2023-05-07 11:18:42,Do You Remember,Darryl Williams
2023-05-07 11:23:26,Sugar & Spice,Greg Manning
2023-05-07 11:27:00,Stand Up!,Roberto Restuccia
2023-05-07 11:31:44,Find Your Way (Back in My Life),Kem
2023-05-07 11:35:19,Here We Go,Paul Taylor
2023-05-07 11:41:18,100% Cotton,Nathan Mitchell
2023-05-07 11:42:29, , 
2023-05-07 11:43:40,100% Cotton,Nathan Mitchell
2023-05-07 11:46:04,Are You Mine,Peter White
2023-05-07 11:50:55,Groove Together,Jayson Tipp
2023-05-07 11:55:41,B's River,Marcus Miller
2023-05-07 12:02:11,Fields of Gold,Fourplay
2023-05-07 12:09:21,Full Circle,Daryl Beebe
2023-05-07 12:12:55,Chasing the Sunset,Count Basic
2023-05-07 12:17:05,If Only You Let Me,Peter Michael Escovedo
2023-05-07 12:24:50,JJ's Strut,Ragan Whiteside
2023-05-07 12:28:25,Baby Coffee,Michael J. Thomas
2023-05-07 12:32:00,Dancing in the House,Norman Brown
2023-05-07 12:36:09,Love Is,Vanessa Williams/Brian McKnight
2023-05-07 12:43:18,Just Like That,Nick Colionne
2023-05-07 12:46:52,Carly's Song,David Sanborn
2023-05-07 12:51:38,Turkish,Rick Braun
2023-05-07 12:57:36,Maybe Tonight,Earl Klugh
2023-05-07 13:01:10,Stone Cold,Pamela Williams
2023-05-07 13:05:24,Chips & Salsa,Steve Oliver
2023-05-07 13:08:23,Papa's Got A Brand New Bag,James Brown
2023-05-07 13:14:54,It's Personal,Jimmy B
2023-05-07 13:17:52,Power UP!,Blair Bryant
2023-05-07 13:21:28,Feel Like Making Love,Bob James
2023-05-07 13:26:14,Wrapped Up In Your Smile,Dave Koz
2023-05-07 13:33:24,Grand Central,Boney James
2023-05-07 13:37:39,That Beat,The 3 Keys
