time_stamp,song,artist
2023-04-29 23:36:26,The Sweetness,Down To The Bone
2023-04-29 23:37:46,A Coastal Breeze,A. Ray Fuller
2023-04-29 23:40:54,When I Say Your Name,Brian Simpson
2023-04-29 23:45:19,Just to Be Loved,Al Jarreau
2023-04-29 23:49:06,Here We Go,Peter White
2023-04-29 23:52:50,Magic Mirror,Carol Albert
2023-04-29 23:57:52,We Don't Talk Anymore,Rick Braun/Peter White
2023-04-30 00:02:54,Hero,Brian Bromberg
2023-04-30 00:06:40,Fresh Start,Kyle Schroeder
2023-04-30 00:10:26,Maybe Tonight,Nestor Torres
2023-04-30 00:14:12,After Dark,Richard Elliot
2023-04-30 00:19:13,Face To Face,Chris Standring
2023-04-30 00:23:00,I Wanna Be Where You Are,Bob Baldwin
2023-04-30 00:29:15,By My Side,Gerald Albright
2023-04-30 00:33:01,What's Up,Bob James
2023-04-30 00:36:46,Joy Dance,Kim Waters
2023-04-30 00:41:47,You're Getting to Be a Habit With Me,Diana Krall
2023-04-30 00:44:17,Hookline,Matt Lee
2023-04-30 00:46:46,Fly by Night,George Benson
2023-04-30 00:51:48,Piano in the Dark,Alex Bugnon
2023-04-30 00:58:04,Whenever I See You,The Braxton Brothers
2023-04-30 01:01:51,Drive Time,Chris Botti
2023-04-30 01:06:53,The One,Greg Manning/Julian Vaughn
2023-04-30 01:11:53,Ride On A Rainbow,Raul Midón
2023-04-30 01:16:15,Waay Up,Brandon Marceal
2023-04-30 01:20:01,Grazing in the Grass,Boney James/Rick Braun
2023-04-30 01:25:03,Easy,Tim Bowman
2023-04-30 01:28:48,Together Again,Dave Koz
2023-04-30 01:33:48,Sandcastles,Brian Culbertson
2023-04-30 01:37:35,We Had Searched For Heaven,Tony Momrelle/Maysa
2023-04-30 01:42:36,Woody's Gap,Roberto Vally
2023-04-30 01:46:25,I Believe in You,3rd Force
2023-04-30 01:51:25,Way Up,Wayman Tisdale
2023-04-30 01:57:05,Marseille,Andy Snitzer
2023-04-30 02:00:50,Somethin' About You,Thom Rotella
2023-04-30 02:05:51,More Than You'll Ever Know,Everette Harp
2023-04-30 02:10:54,Smooth Soul,Erin Stevenson
2023-04-30 02:14:41,When We Dance,Ken Navarro
2023-04-30 02:18:30,Dreamin',Chris Godber
2023-04-30 02:22:14,Why Not,Marc Antoine
2023-04-30 02:26:01,Right In There,Kombo
2023-04-30 02:30:00, , 
