time_stamp,song,artist
2022-12-13 22:34:47,A Little Bit Of This And A Little Bit Of That,Lee Ritenour
2022-12-13 22:39:44,Nothing Ever Hurt Like You,Mindi Abair
2022-12-13 22:42:51,Love,Julia Fordham
2022-12-13 22:47:47,Deck the Halls,Jonathan Fritzen
2022-12-13 22:52:41,November's Child,Special EFX/Chieli Minucci
2022-12-13 22:57:37,Initiate,Julian Vaughn
2022-12-13 23:01:20,NuJazzy,Bobby Lyle
2022-12-13 23:05:37,Stylin',Gregory Goodloe
2022-12-13 23:09:19,Good On You,Will Donato
2022-12-13 23:14:14,Show Me,Rebecca Jade
2022-12-13 23:18:32,Overdrive,The JT Project
2022-12-13 23:21:02,God Rest Ye Merry Gentlemen,Fourplay
2022-12-13 23:26:34,Dance Beat,Jessy J
2022-12-13 23:31:31,Cadillac Slim,Rick Braun
2022-12-13 23:35:13,And Now This,Paul Taylor
2022-12-13 23:40:05,Naked City,Avenue Blue
2022-12-13 23:43:09,Fever,Ray Charles/Natalie Cole
2022-12-13 23:46:15,All I Want for Christmas Is You,Eric Darius
2022-12-13 23:50:37,Make A Wish,U-Nam
2022-12-13 23:54:57,Stickwidit,Carl Cox
2022-12-13 23:59:20,Honey Girl,Ryan Montano
2022-12-14 00:01:51,Say Yeah,Acoustic Alchemy
2022-12-14 00:06:52,Winter Wonderland (SXM LIVE),David Sanborn
2022-12-14 00:09:59,Let's Get Down Tonight,Adam Hawley
2022-12-14 00:13:43,You Make Me Smile,Dave Koz
2022-12-14 00:18:04,Cream,Soul Ballet
2022-12-14 00:23:39,Lucky,Ken Navarro
2022-12-14 00:27:31,Doctor's Orders,Phillip Doc Martin
2022-12-14 00:31:16,Skating,Norman Brown
2022-12-14 00:35:38,Groove Me,Greg Manning/Elan Trotman
2022-12-14 00:39:22,Joy Dance,Kim Waters
2022-12-14 00:43:44,Johnnie Lee,George Benson
2022-12-14 00:48:05,Christmas Time is Here,Ashleigh Smith
2022-12-14 00:52:28,Forever (Without a Doubt),Deepak Thettu/Judah Sealy
2022-12-14 00:56:49,House Of Groove,Euge Groove
2022-12-14 01:01:47,Off The Top,Kim Scott
2022-12-14 01:05:31,Cruzin' South,Chuck Loeb
2022-12-14 01:10:29,Edelweiss,Jeff Kashiwa
2022-12-14 01:14:16,Let It Breathe,Michael Broening
2022-12-14 01:17:22,Ready To Play,Nils
2022-12-14 01:21:43,Cachaca,Richard Elliot
2022-12-14 01:25:24,Lost Words,Philippe Saisse/Marc Antoine
2022-12-14 01:30:25,Carol Of The Bells,Al Jarreau
2022-12-14 01:35:23,Kaleidoscope,Bryan Savage
2022-12-14 01:37:53,Turkish,Rick Braun
2022-12-14 01:42:50,The Wave,Kirk Whalum
2022-12-14 01:47:47,What Child Is This,Ronny Smith
2022-12-14 01:51:29,Business As Usual,Sean U
2022-12-14 01:55:47,First Wish,Chris Botti
2022-12-14 02:00:46,Force,Judah Sealy
2022-12-14 02:04:29,Favela,Lee Ritenour
2022-12-14 02:08:12,The Little Drummer Boy,Maysa
2022-12-14 02:14:24,Convergency,Candy Dulfer
2022-12-14 02:18:08,Jamaica Heartbeat,Acoustic Alchemy
2022-12-14 02:23:04,If Not For You,Dave Koz
2022-12-14 02:28:04,A Coastal Breeze,A. Ray Fuller
2022-12-14 02:31:45,My Favorite Things,Kenny G
2022-12-14 02:35:29,Perfect Timing,Lisa Addeo
2022-12-14 02:39:11,World of Wonder,Lawson Rollins/3rd Force
2022-12-14 02:42:55,Buy Me Love,Chance Howard/Candy Dulfer
2022-12-14 02:46:39,Hark The Herald,Julian Vaughn
2022-12-14 02:51:38,Blue Sphere,Lars Taylor
2022-12-14 02:55:20,Lucky Star,Paul Hardcastle
2022-12-14 02:59:04,Montreux,Walter Beasley
2022-12-14 03:01:35,L' Arc en Ciel de Miles,Incognito
2022-12-14 03:06:37,Angels We Have Heard On High,Darren Rahn
2022-12-14 03:10:22,Paradigm Shift,Carol Albert
2022-12-14 03:14:06,What A Difference A Day Made,Deborah Cox
2022-12-14 03:17:51,Latin Quarter,Marc Antoine
2022-12-14 03:22:50,Rollin' Out,Eric Darius
2022-12-14 03:26:40,Greensleeves (Alt. Take 6),Vince Guaraldi
2022-12-14 03:31:40,"""13""",Lee Ritenour
2022-12-14 03:36:40,Pastel Leather,Althea Rene
2022-12-14 03:41:38,Got to Be Strong,Maysa
2022-12-14 03:45:23,O Christmas Tree,Warren Wolf
2022-12-14 03:49:06,Hustle,Jazz Funk Soul
2022-12-14 03:52:50,Horizon,Brian Culbertson
2022-12-14 03:56:36,Nothing Ever Hurt Like You,Mindi Abair
2022-12-14 04:01:33,Slam Dunk,Wayman Tisdale
2022-12-14 04:05:17,Santa Claus Is Coming to Town,Fourplay
2022-12-14 04:07:46,Eddie's Groove,Gerald Albright
2022-12-14 04:12:45,Lover Man,Nnenna Freelon
2022-12-14 04:17:47,Pacific Coast Highway,Nils
2022-12-14 04:21:31,East River Drive,Stanley Clarke
2022-12-14 04:30:15,In The Moment,Brien Andrews
2022-12-14 04:34:01,Let It Snow! Let It Snow! Let It Snow!,Nelson Rangell
2022-12-14 04:36:31,Let's Get Down Tonight,Adam Hawley
2022-12-14 04:41:31,Timeline,Yellowjackets
2022-12-14 04:45:14,Believe,Erin Stevenson/Paul Brown
2022-12-14 04:48:59,Silent Night,Julian Vaughn
2022-12-14 04:52:45,Workin',Jazz Holdouts
2022-12-14 04:57:44,Through Tin Hearts,Chris Botti
2022-12-14 05:02:43,Step To This,Nick Colionne
2022-12-14 05:05:10,Jellybeans and Chocolate,David Benoit
2022-12-14 05:10:49,Send Me Some Snow,Chris Standring/Kathrin Shorr
2022-12-14 05:14:31,Nothing Ever Hurt Like You,Mindi Abair
2022-12-14 05:17:02,Friends And Strangers,Dave Grusin
2022-12-14 05:24:31,Seduction,Sam Riney
2022-12-14 05:28:16,Night Flight,Jeremy Sean Hector
2022-12-14 05:32:01,Jingle Bells,Jessy J/Jay Rowe
