time_stamp,song,artist
2023-05-15 22:36:14,It's You,Lin Rountree
2023-05-15 22:38:36,X Ray Hip,Bona Fide
2023-05-15 22:42:07,Open Road,Paula Atherton
2023-05-15 22:46:49,Late Night Mood,Regina Carter
2023-05-15 22:52:42,Groove Central,Lemek
2023-05-15 22:57:24,Love Is on the Way,Dave Koz & Chris Botti
2023-05-15 23:02:42,18th & M,Marcus Johnson
2023-05-15 23:06:14,SaSSaY,Paul Jackson Jr.
2023-05-15 23:10:21,"Journey ""To The Doc""",Phillip Doc Martin
2023-05-15 23:14:28,One for L.C. (For Larry Carlton),Grant Geissman
2023-05-15 23:19:12,I Dont Mind,Maysa
2023-05-15 23:24:30,Jamaican Nights,Russ Freeman
2023-05-15 23:29:13,Simple,Warren Hill
2023-05-15 23:35:08,Why Not,Marc Antoine
2023-05-15 23:36:56,Reverse,Marcus Anderson
2023-05-15 23:41:38,Daddy-O,Rick Braun
2023-05-15 23:45:47,What A Difference A Day Made,Deborah Cox
2023-05-15 23:49:19,Still Euge,Euge Groove
2023-05-15 23:53:29, , 
2023-05-15 23:54:05,Still Euge,Euge Groove
2023-05-15 23:55:16,"Right On, Right On",Adam Hawley/Julian Vaughn
2023-05-15 23:58:48,"Right Here, Right Now",David Benoit
2023-05-16 00:03:32,Midnight,Bobby Lyle
2023-05-16 00:07:39,Moon Goddess,Michael Lington
2023-05-16 00:11:12,Sky Watcher,Brian Simpson
2023-05-16 00:14:43,"North, South, East and Wes",Chuck Loeb
2023-05-16 00:20:38,Detour,Boney James
2023-05-16 00:24:45,Between Love & Magic,Stanley Clarke
2023-05-16 00:29:28,Coming Home,Jonathan Butler
2023-05-16 00:33:34,Isn't She Lovely,David Sanborn
2023-05-16 00:37:09,Easy Livin',Norman Brown
2023-05-16 00:40:41,Smooth Soul,Erin Stevenson
2023-05-16 00:45:24,And Then I Knew,Dave Koz
2023-05-16 00:50:09,KJ's Vybe,Kevin Jackson
2023-05-16 00:54:52,3rd Degree,Fourplay
2023-05-16 00:59:01,Calle Del Soul,Richard Elliot
2023-05-16 01:03:43,Keepin' It Real,Joe McBride & the Texas Rhythm Club
2023-05-16 01:07:52,Skyway,Steve Oliver
2023-05-16 01:12:00,Dance Me To The End Of Love,Madeleine Peyroux
2023-05-16 01:15:32,Can You Feel It,Rick Braun
2023-05-16 01:19:05,Let's Have a Good Time,The Braxton Brothers
2023-05-16 01:23:14,Just Dance,Adam Hawley/Dave Koz
2023-05-16 01:28:33,R U Serious,"Chris ""Big Dog"" Davis/Carl Cox"
2023-05-16 01:32:05,Cantaloupe Island,Brian Bromberg
2023-05-16 01:35:01,That Beat,The 3 Keys
2023-05-16 01:39:10,Lonely,Kem
2023-05-16 01:44:29,I Keep Forgettin',Allen Hinds
2023-05-16 01:47:26,Lost in Space,Paul Hardcastle
2023-05-16 01:52:09,Afro Calypso,Julian Vaughn
2023-05-16 01:56:16,You And I,Michael Lington
2023-05-16 02:00:23,Burma Road,Greg Adams
2023-05-16 02:05:06,Lovers Melody,Ryan La Valette/Nicholas Cole
2023-05-16 02:09:49,Walk On By,Diana Krall
2023-05-16 02:15:42,A Little Bumpin',Lee Ritenour
2023-05-16 02:19:16,Convergency,Candy Dulfer
2023-05-16 02:22:13,Noodle Soup,Four80East
2023-05-16 02:26:57,Atmosphere,Brien Andrews/Jermain Morgan
2023-05-16 02:30:29,Souly Creole,Joe Sample
2023-05-16 02:37:38,A Coastal Breeze,A. Ray Fuller
2023-05-16 02:41:12,Sing Me Your Love Song,Jonathan Butler
2023-05-16 02:44:45,How I Feel With You,Jeff Ryan
2023-05-16 02:49:30,Tijuana Dance?,Rick Braun
2023-05-16 02:54:13,The Sweetness,Down To The Bone
2023-05-16 02:58:57,You Are Not Alone,Chris Botti
2023-05-16 03:01:19,City Lights,Nelson Rangell
2023-05-16 03:07:15,Magic Mirror,Carol Albert
2023-05-16 03:12:00,One Way,Al Jarreau
2023-05-16 03:16:43,Think Free,Brian Culbertson
2023-05-16 03:20:15,7 And 7,Paul Brown\Euge Groove
2023-05-16 03:25:02,State of Grace,Jeff Lorber
2023-05-16 03:28:35,That Special Touch,Kim Waters
2023-05-16 03:33:20,You Read My Mind,David Benoit
2023-05-16 03:38:07,Somethin' About You,Thom Rotella
2023-05-16 03:41:40,Spoon,Grace Kelly
2023-05-16 03:46:24,Ready Steady Flow,Chris Standring
2023-05-16 03:49:58,For The Cool In You,Cindy Bradley
2023-05-16 03:54:41,A New Day,Michael Lington
2023-05-16 03:58:14,World Citizen,Steve Oliver
2023-05-16 04:03:00,Ju Ju's Groove,Julian Vaughn
2023-05-16 04:06:33,Piermont Nights,Jazz Holdouts
2023-05-16 04:11:18,You Go to My Head,Michael Manson/Kevin Whalum
2023-05-16 04:16:01,Are We There Yet,The Rippingtons
2023-05-16 04:20:46,Full Court Press,Ragan Whiteside
2023-05-16 04:24:18,Slow Burn,Spyro Gyra
2023-05-16 04:29:02,Just Like That,Nick Colionne
2023-05-16 04:32:34,Masques,Philippe Saisse
2023-05-16 04:37:19,Cruisin' On Sunset,Mike Phillips
2023-05-16 04:40:54,Setembro (Brazilian Wedding Song),Quincy Jones/Take 6
2023-05-16 04:45:37,Forecast,Jazz Funk Soul
2023-05-16 04:50:23,Mandela Bay (remix),Jonathan Butler
2023-05-16 04:52:46,Notorious,Rick Braun
2023-05-16 04:58:40,New York State Of Mind,Eric Marienthal
2023-05-16 05:03:24,Katherine,Jeff Lorber
2023-05-16 05:06:56,Easy,Tim Bowman
2023-05-16 05:11:42,From Newport To London,Basia
2023-05-16 05:15:16,Smooth Sensation,Ken Navarro
2023-05-16 05:20:02,Woody's Gap,Roberto Vally
2023-05-16 05:23:34,Lost And Found,Cindy Bradley
2023-05-16 05:28:19,In This Love,Gregory Goodloe
2023-05-16 05:31:52,Black Dynamite,Julian Vaughn
2023-05-16 05:36:35,NuJazzy,Bobby Lyle
2023-05-16 05:41:18,Feel the Breeze,Paul Hardcastle
2023-05-16 05:46:02,Ridin' The Wave,Vincent Ingala
2023-05-16 05:49:34,Deja's Theme,Stanley Clarke
2023-05-16 05:54:19,Come As You Are,Mindi Abair
2023-05-16 05:57:52,Thieves in the Temple,Herbie Hancock
2023-05-16 06:06:08, , 
2023-05-16 06:06:43,Full Circle,Daryl Beebe
2023-05-16 06:09:41,Foreign Exchange,Paul Brown/Marc Antoine
2023-05-16 06:13:13,Buy Me Love,Chance Howard/Candy Dulfer
2023-05-16 06:17:58,Swagster,Jeff Golub
2023-05-16 06:22:42,Let It Breathe,Michael Broening
2023-05-16 06:26:15,Miss Bane,Euge Groove
2023-05-16 06:30:58,Groove Factor,Skinny Hightower
2023-05-16 06:36:53,Deep into It,Larry Carlton
2023-05-16 06:42:11,Future Smooth,Ryan Montano
2023-05-16 06:45:43,Rain Drops,Maysa
2023-05-16 06:50:24,Ashland,Randal Clark
2023-05-16 06:53:56,Let It Go,Jonathan Fritzen
2023-05-16 06:57:29,Just Chillin',Norman Brown
2023-05-16 07:02:12,I'm Loving You,Richard Elliot
2023-05-16 07:05:47,Tuff Puzzle,Acoustic Alchemy
2023-05-16 07:11:41,Steps On The Globe,Keiko Matsui
