time_stamp,song,artist
2022-12-17 19:36:25,While It's Good,Joe Sample
2022-12-17 19:37:43,Electric Shock,Matt Willard
2022-12-17 19:42:41,Right Turn Ahead,Ben Tankard
2022-12-17 19:45:48,White Christmas,Norah Jones
2022-12-17 19:50:06,Pastel Leather,Althea Rene
2022-12-17 19:53:12,The Lady In My Life,George Benson
2022-12-17 19:58:42,Journey To Love,Nathan Mitchell/Kirk Whalum
2022-12-17 20:03:00,It's The Most Wonderful Time Of The Year,Toni Braxton
2022-12-17 20:06:42,Moomba,Richard Elliot
2022-12-17 20:11:01,Indian Summer,Chris Botti
2022-12-17 20:15:15,Good On You,Will Donato
2022-12-17 20:19:33,Have Yourself A Merry Little Christmas,Maysa
2022-12-17 20:24:29,Let's Move,Eric Valentine/Richard Elliot
2022-12-17 20:29:20,Nightcrawler,Paul Hardcastle
2022-12-17 20:34:53,A Coastal Breeze,A. Ray Fuller
2022-12-17 20:37:56,Ride On A Rainbow,Raul Midón
2022-12-17 20:41:34,Five Favorite Things,Kim Scott
2022-12-17 20:45:48,Now or Never,Phylicia Rae/Marcus Anderson
2022-12-17 20:50:04,Staten Island Groove,Down to the Bone
2022-12-17 20:59:16,Chances,Jacob Webb
2022-12-17 21:02:55,Santa Claus Is Coming to Town,David Benoit
2022-12-17 21:08:30,If I Didn't Have Love,Chelsea Nichole
2022-12-17 21:10:21,Good Times,Walter Beasley
2022-12-17 21:10:58,If I Didn't Have Love,Chelsea Nichole
2022-12-17 21:11:34,Good Times,Walter Beasley
2022-12-17 21:16:25,Groove Assets,Richard Smith
2022-12-17 21:20:42,Little Drummer Boy,The Yellowjackets
2022-12-17 21:25:33,Pick Up the Pieces,Jeff Golub
2022-12-17 21:29:53,Nothing Ever Hurt Like You,Mindi Abair
2022-12-17 21:34:55,Can You Feel It,Adam Hawley/Marcus Anderson
2022-12-17 21:39:18,Can You Feel It,Adam Hawley/Marcus Anderson
