time_stamp,song,artist
2022-12-19 23:08:51,Regroovable,Chris Botti
2022-12-19 23:12:00,Quantum Soul,Keith Andrew
2022-12-19 23:15:41,Coastin',Boney James/Lalah Hathaway
2022-12-19 23:23:38,Club Havana,Benoit/Freeman Project
2022-12-19 23:28:30,Take It Home,Andrew Neu
2022-12-19 23:32:45,Morning Call,Nick Colionne
2022-12-19 23:36:27,Rollin' Out,Eric Darius
2022-12-19 23:39:32,Paris Groove,Rippingtons
2022-12-19 23:44:25,Every Little Thing She Does Is Magic,Lee Ritenour/Michael McDonald
2022-12-19 23:47:29,God Rest Ye Merry Gentlemen/My Favorite Things,Dave Koz
2022-12-19 23:51:10,Busta Move,Julian Vaughn
2022-12-19 23:56:04,In Too Deep,Pieces Of A Dream
2022-12-20 00:00:56,If We Meet Again Part 2,Al Di Meola
2022-12-20 00:05:14,Vinyl,Euge Groove
2022-12-20 00:10:06,City Sleigh Ride,Brian Culbertson
2022-12-20 00:14:19,Let's Get Down Tonight,Adam Hawley
2022-12-20 00:17:09,Bubble,Basia
2022-12-20 00:21:56,Paula,Torcuato Mariano
2022-12-20 00:26:14,Ready Steady Flow,Chris Standring
2022-12-20 00:29:54,Georgy Porgy,Mo Louis
2022-12-20 00:35:58,God Rest Ye Merry Gentlemen,Paul Brown
2022-12-20 00:38:59,Avalon Sunrise,Kilauea & Daniel Ho
2022-12-20 00:43:15,Off The Top,Kim Scott
2022-12-20 00:46:54,Believe,Erin Stevenson/Paul Brown
2022-12-20 00:51:06,When It Snows On Christmas Day,Ronny Smith
2022-12-20 00:55:19,Honestly,Jeff Ryan
2022-12-20 00:58:58,Mismaloya Beach,Ray Parker Jr.
2022-12-20 01:03:15,Force,Judah Sealy
2022-12-20 01:06:53,Manhattan,Gregg Karukas
2022-12-20 01:11:04,Carol Of The Bells,Steve Oliver
2022-12-20 01:14:03,Pastel Leather,Althea Rene
2022-12-20 01:18:15,Berimbau/Consolacao,Sergio Mendes/Stevie Wonder
2022-12-20 01:21:50,Boogie On Reggae Woman,L.A. Chillharmonic
2022-12-20 01:27:16,Tokyo Blue,Najee
2022-12-20 01:31:28,Ride With Me,JJ Sansaverino
2022-12-20 01:35:37,Skating,Boney James
2022-12-20 01:38:36,Around The Corner,Rick Braun
2022-12-20 01:43:26,Step To This,Nick Colionne
2022-12-20 01:47:03,Rain Drops,Maysa
2022-12-20 01:51:52,Hark The Herald,Julian Vaughn
2022-12-20 01:56:44,Trying To Get Back Home,Bill Heller
2022-12-20 01:59:44,Mandela Bay (remix),Jonathan Butler
2022-12-20 02:03:21,Joy Dance,Kim Waters
2022-12-20 02:07:33,After Hours,Joyce Cooling
2022-12-20 02:11:12,Christmas Time Is Here,Patti Austin
2022-12-20 02:14:13,Convergency,Candy Dulfer
2022-12-20 02:17:13,"Like This, Like That",Chris Standring
2022-12-20 02:22:00,A Day In Paris,Craig Sharmat
2022-12-20 02:25:00,Expressway,Walter Beasley
2022-12-20 02:29:14,Say It Aint Good To Ya,Byron Miller
2022-12-20 02:34:02,This Christmas,Phillip Martin
2022-12-20 02:38:14,Hello Betty,Jeff Golub
2022-12-20 02:42:27,Perfect Timing,Lisa Addeo
2022-12-20 02:46:04,I'm OK,Lindsey Webster
2022-12-20 02:52:08,The Christmas Waltz,Dave Koz
2022-12-20 02:55:07,Highway 10,Ryan La Valette
2022-12-20 02:59:17,Stay With Me,Jackiem Joyner
2022-12-20 03:02:18,Let It Breathe,Michael Broening
2022-12-20 03:07:05,Pleasures of the Night,Will Downing & Gerald Albright
2022-12-20 03:13:04,Santa Baby,Herb Alpert
2022-12-20 03:16:39,Paradigm Shift,Carol Albert/Paul Brown
2022-12-20 03:19:03,Will You Stick With Me,Mike Phillips
2022-12-20 03:25:07,Summer Smile,Ronny Jordan
2022-12-20 03:28:43,Ready Or Not,Paula Atherton
2022-12-20 03:34:08,It's The Most Wonderful Time Of The Year,Brian McKnight
2022-12-20 03:36:33,One Wish,Hiroshima
2022-12-20 03:40:11,Nothing Ever Hurt Like You,Mindi Abair
2022-12-20 03:44:58,Oceans Apart,Acoustic Alchemy
2022-12-20 03:49:43,The Christmas Song,David Garfield/Brandon Fields
2022-12-20 03:53:57,Lost Words,Philippe Saisse/Marc Antoine
2022-12-20 03:58:09,Get Down On It,Wayman Tisdale
2022-12-20 04:03:36,Good On You,Will Donato
2022-12-20 04:07:13,Affirmation,George Benson
2022-12-20 04:14:33,Santa Claus Is Coming to Town,David Benoit
2022-12-20 04:18:45,Turkish,Rick Braun
2022-12-20 04:23:31,Love You Like,Pete Belasco
2022-12-20 04:27:09,Pure,Boney James
2022-12-20 04:32:33,Night Flight,Jeremy Sean Hector
2022-12-20 04:36:48,Deck The Halls,Dave Koz
2022-12-20 04:40:25,So Far So What,Fattburger
2022-12-20 04:44:40,Eddie's Groove,Gerald Albright
2022-12-20 04:49:28,Lean In,Lizz Wright
2022-12-20 04:52:29,All I Want for Christmas Is You,Eric Darius
2022-12-20 04:57:56,Business As Usual,Sean U
2022-12-20 05:01:31,"Love, Passion and Joy",Euge Groove
2022-12-20 05:04:33,Co-Motion,Lemek
2022-12-20 05:09:21,Black Dynamite,Julian Vaughn
2022-12-20 05:14:47,Have Yourself a Merry Little Christmas,Lee Ritenour
2022-12-20 05:18:25,Let's Move,Eric Valentine/Richard Elliot
2022-12-20 05:22:01,As,Wendy Moten
2022-12-20 05:25:36,Through an Open Window,Chris Botti
2022-12-20 05:29:13,After Party,David P Stevens
2022-12-20 05:34:02,Little Drummer Boy,The Yellowjackets
2022-12-20 05:38:19,Wine Night,Paul Brown/Marc Antoine
2022-12-20 05:43:12,Now or Never,Phylicia Rae/Marcus Anderson
2022-12-20 05:47:25,Coming to Life,Michael Franks
2022-12-20 05:51:00,What Child Is This,Jessy J
2022-12-20 05:55:12,A Coastal Breeze,A. Ray Fuller
2022-12-20 05:58:47,My Heart and Soul,Michael Paulo
2022-12-20 06:03:38,Groove Assets,Richard Smith
2022-12-20 06:07:14,Diane's Blues,George Howard
2022-12-20 06:12:05,I've Got My Love to Keep Me Warm,Dave Koz/India Arie/Trombone Shorty
2022-12-20 06:15:05,Nothing Ever Hurt Like You,Mindi Abair
2022-12-20 06:20:29,Stockholm,Jeff Golub
2022-12-20 06:24:09,Shake It Up,Boney James & Rick Braun
2022-12-20 06:27:10,Kiss The Sky,Ron Bosse
2022-12-20 06:31:25,O Tannenbaum,Gary Burton
2022-12-20 06:34:25,All In Good Time,Larry Carlton
2022-12-20 06:42:21,Motor City Moves,J White/Lin Rountree
2022-12-20 06:46:40,So Cool,New Cool Collective
2022-12-20 06:52:06,It's Christmas,Jamie Cullum
2022-12-20 06:55:43,Journey To Love,Nathan Mitchell/Kirk Whalum
2022-12-20 07:00:38,Lost And Found,Cindy Bradley
2022-12-20 07:03:39,Let's Get Down Tonight,Adam Hawley
2022-12-20 07:07:53,Long Way from Brooklyn,Down to the Bone
2022-12-20 07:13:54,Winter Wonderland,Herb Alpert/Jeff Lorber
2022-12-20 07:16:55,Force,Judah Sealy
2022-12-20 07:21:08,Show Me,Rebecca Jade
2022-12-20 07:21:43,Force,Judah Sealy
2022-12-20 07:22:19,Show Me,Rebecca Jade
2022-12-20 07:25:54,Club Paradiso,The Rippingtons
2022-12-20 07:30:11,Feel Like Making Love,Bob James
2022-12-20 07:35:00,Silver Bells,Michael Lington
2022-12-20 07:39:13,Cat Food,Bryan Savage
2022-12-20 07:44:05,Paradigm Shift,Carol Albert/Paul Brown
2022-12-20 07:48:23,I'm Coming Through,Diana Krall
2022-12-20 07:52:38,Silent Night,Julian Vaughn
2022-12-20 07:56:50,Hustle,Jazz Funk Soul
2022-12-20 08:01:04,Missing in Venice,Rick Braun
2022-12-20 08:05:18,Let It Breathe,Michael Broening
2022-12-20 08:08:57,Bella Via,Marc Antoine
2022-12-20 08:11:57,Joy Dance,Kim Waters
2022-12-20 08:12:35,Bella Via,Marc Antoine
2022-12-20 08:13:11,Joy Dance,Kim Waters
2022-12-20 08:16:46,Power of Love,Lynne Fiddmont
2022-12-20 08:21:01,The First Noel,Will Downing
2022-12-20 08:25:51,After the Fall,Incognito
2022-12-20 08:30:07,A Song For Peace,Greg Manning/Kirk Whalum
2022-12-20 08:34:23,Lavish,Special EFX
2022-12-20 08:38:37,Broken Promises,Quintin Gerard W.
2022-12-20 08:42:51,One Night (Alone With You),Earl Klugh
2022-12-20 08:47:09,You Read My Mind,David Benoit
2022-12-20 08:51:23,Happy Xmas (War Is Over)/Imagine,Dave Koz
2022-12-20 08:56:51,Say It Aint Good To Ya,Byron Miller
2022-12-20 09:01:04,New Bossa,Les Sabler
2022-12-20 09:05:58,Greensleeves (Alt. Take 6),Vince Guaraldi
2022-12-20 09:10:50,Sunrise,Jay Beckestein
2022-12-20 09:15:15, , 
