time_stamp,song,artist
2022-12-22 08:37:40,We Had Searched For Heaven,Tony Momrelle/Maysa
2022-12-22 08:40:46,Silent Night,Julian Vaughn
2022-12-22 08:45:35,Ride With Me,JJ Sansaverino
2022-12-22 08:49:46,Ain't No Stoppin' Us Now,Wayman Tisdale
2022-12-22 08:53:24,Force,Judah Sealy
2022-12-22 08:57:00,China Blue,Rick Braun
2022-12-22 09:01:46,Santa Claus Is Coming to Town,Dave Koz
2022-12-22 09:04:47,Living Out Loud,Joyce Cooling
2022-12-22 09:10:49,Blue Water,Eric Marienthal
2022-12-22 09:15:38,Quantum Soul,Keith Andrew
2022-12-22 09:18:40,Winter Wonderland (SXM LIVE),David Sanborn
2022-12-22 09:22:55,Always There,Avenue Blue/Jeff Golub
2022-12-22 09:27:49,Good On You,Will Donato
2022-12-22 09:31:28,CHITLINS CON CARNE,Stevie Ray Vaughan and Double Trouble
2022-12-22 09:36:17,Bring It Back,Boney James
2022-12-22 09:39:54,Don't Ask My Neighbor,Bobby Caldwell
2022-12-22 09:43:30,All I Want For Christmas,Herb Alpert
2022-12-22 09:46:32,Joy Dance,Kim Waters
2022-12-22 09:50:44,Let's Stay In Tonight,Brian Culbertson
2022-12-22 09:56:19,Coupe de Ville,Bona Fide
2022-12-22 09:59:19,Grown Up Christmas List,Natalie Cole
2022-12-22 10:03:32,Hearts of Space,Paul Hardcastle
2022-12-22 10:06:31,You're Mine,Julian Vaughn
2022-12-22 10:12:32,Paradigm Shift,Carol Albert/Paul Brown
2022-12-22 10:16:44,We Three Kings/Carol Of The Bells,Kenny G
2022-12-22 10:20:23,The Last Child,Joe Sample
2022-12-22 10:25:48,Let's Get Down Tonight,Adam Hawley
2022-12-22 10:30:38,Mediterranean Sea,Keiko Matsui
2022-12-22 10:34:14,Dance Beat,Jessy J
2022-12-22 10:38:28,I'm OK,Lindsey Webster
2022-12-22 10:44:30,Deck the Halls,Jonathan Fritzen
2022-12-22 10:48:45,Let It Breathe,Michael Broening
2022-12-22 10:53:34,Unconditional,Kirk Whalum
2022-12-22 10:58:26,A Coastal Breeze,A. Ray Fuller
2022-12-22 11:01:28,"Baby, It's Cold Outside",Vanessa Williams & Bobby Caldwell
2022-12-22 11:05:38,Into the Blue,Boney James
2022-12-22 11:11:41,Fun In The Sun,Steve Oliver
2022-12-22 11:14:41,Eddie's Groove,Gerald Albright
2022-12-22 11:20:44,Let It Snow,Jamie Cullum
2022-12-22 11:22:32,Got It Goin' On,Steve Cole
2022-12-22 11:27:20,Co-Motion,Lemek
2022-12-22 11:30:58,Last Night,Brian Culbertson/Rick Braun
2022-12-22 11:36:23,Passport to Paradise,Elan Trotman
2022-12-22 11:40:35,It's Gonna Be Alright,Maysa/Phil Perry
2022-12-22 11:44:47,What Child Is This,Ronny Smith
2022-12-22 11:49:22,What Child Is This,Ronny Smith
