time_stamp,song,artist
2022-12-13 12:51:30,Colibri,Incognito
2022-12-13 12:57:10,Deck The Halls,Chris Standring
2022-12-13 13:00:56,Turkish,Rick Braun
2022-12-13 13:05:16,Stay Awhile,Jay Soto
2022-12-13 13:10:02,Bring It Back,Boney James
2022-12-13 13:12:36,White Christmas,Will Downing
2022-12-13 13:17:36,Point Venus,Jeff Lorber
2022-12-13 13:23:51,Streamline,Paul Taylor
2022-12-13 13:27:44,Quantum Soul,Keith Andrew
2022-12-13 13:31:30,Hark The Herald,Marcus Anderson/Oli Silk
2022-12-13 13:35:13,Let's Take A Ride,Norman Brown
2022-12-13 13:38:49,Superstar,Riley Richard
2022-12-13 13:43:06,Outer Drive,Michael Manson
2022-12-13 13:49:18,Take It Home,Andrew Neu
2022-12-13 13:53:03,Time 4 Living,Paul Hardcastle
2022-12-13 13:56:49,Jingle Bells,Jay Rowe
2022-12-13 14:01:50,Force,Judah Sealy
2022-12-13 14:06:49,Joy Ride,Adam Hawley
2022-12-13 14:11:11,Rollin' Out,Eric Darius
2022-12-13 14:14:58,Pastel Leather,Althea Rene
2022-12-13 14:18:06,Waterfall,Kim Waters
2022-12-13 14:23:42,Christmas Time Is Here,Fourplay
2022-12-13 14:28:02,Buy Me Love,Chance Howard/Candy Dulfer
2022-12-13 14:32:31,Leather Jacket,John E. Lawrence
2022-12-13 14:37:32,Uptown Groove,Michael Lington
2022-12-13 14:41:16,Off The Top,Kim Scott
2022-12-13 14:46:16,Pioneer Town,David Benoit
2022-12-13 14:49:58,Happy Xmas (War Is Over)/Imagine,Dave Koz
2022-12-13 14:56:08,Elegant Nights,Gregg Karukas
2022-12-13 14:59:49,Bossa Blue,Chris Standring
2022-12-13 15:04:46,Christmas Fantasy,Anita Baker
2022-12-13 15:09:43,Trinity,Jackiem Joyner/Steve Oliver
2022-12-13 15:13:26,Dr. Macumba,Earl Klugh
2022-12-13 15:18:23,Eddie's Groove,Gerald Albright
2022-12-13 15:22:05,O Tannenbaum,Peter White
2022-12-13 15:27:02,Magnetic,Darren Rahn
2022-12-13 15:30:43,Let It Breathe,Michael Broening
2022-12-13 15:35:38,Ooh-Yeah,Lee Ritenour
2022-12-13 15:39:56,Journey To Love,Nathan Mitchell/Kirk Whalum
2022-12-13 15:44:51,Miles Away,Basia
2022-12-13 15:47:58,The Christmas Song,David Garfield/Brandon Fields
2022-12-13 15:52:53,Easy Livin',Norman Brown
2022-12-13 15:57:50,So Cool,Candy Dulfer
2022-12-13 16:01:37,This Is The Good One,Kombo
2022-12-13 16:05:59,Last Christmas,Michael Lington
2022-12-13 16:09:06,Believe,Erin Stevenson/Paul Brown
2022-12-13 16:14:02,Full Bloom,Kayla Waters
2022-12-13 16:18:01,Montreux,Walter Beasley
2022-12-13 16:20:44,God Rest Ye Merry Gentleman,Tim Bowman
2022-12-13 16:25:04,Moving On,Keiko Matsui
