time_stamp,song,artist
2022-12-16 18:30:44,Eddie's Groove,Gerald Albright
2022-12-16 18:34:28,The Lady in My Life,Stanley Jordan
2022-12-16 18:40:50,This Is The Good One,Kombo
2022-12-16 18:45:54,Coastin',Boney James/Lalah Hathaway
2022-12-16 18:49:40,When It Snows On Christmas Day,Ronny Smith
2022-12-16 18:52:14,Let's Move,Eric Valentine/Richard Elliot
2022-12-16 18:57:15,Church Picnic,Ben Tankard
2022-12-16 19:02:14,Blue Sphere,Lars Taylor
2022-12-16 19:06:00,The Little Drummer Boy,Dave Koz
2022-12-16 19:09:51,Fool Me Once,Lindsey Webster
2022-12-16 19:13:36,Crazy Eights,Chieli Minucci/Special EFX
2022-12-16 19:18:37,Tickle Time,Herb Alpert
2022-12-16 19:21:05,O Tannenbaum,Gary Burton
2022-12-16 19:23:35,Promise You,Brian Hughes
2022-12-16 19:31:06,Perfect Timing,Lisa Addeo
2022-12-16 19:33:37,Fall For You,Blake Aaron
2022-12-16 19:39:51,New Day,Daryl Beebe
2022-12-16 19:43:35,Sometimes I Do,The Manhattan Transfer
2022-12-16 19:47:25,The First Noel,Jeff Lorber
2022-12-16 19:51:44,Co-Motion,Lemek
2022-12-16 19:58:01,Miles After Dark,David Benoit
2022-12-16 20:03:00,Rollin' Out,Eric Darius
2022-12-16 20:07:23,Let It Snow,India Arie/Joe Sample
2022-12-16 20:09:51,Chameleon,Brian Bromberg
2022-12-16 20:12:19,Revelation of the Heart,3rd Force
2022-12-16 20:18:35,Off The Top,Kim Scott
2022-12-16 20:21:42,Winter Wonderland,Ray Charles
2022-12-16 20:26:43,Fullerton Ave.,Brian Culbertson
2022-12-16 20:32:54,Montreux,Walter Beasley
2022-12-16 20:34:47,Cubanova,Marc Antoine
2022-12-16 20:40:23,The Drive,Geneve 5
2022-12-16 20:44:08,It Would Be So Easy,Cassandra Wilson
2022-12-16 20:50:23,Silent Night,Ben Tankard/Donald Hayes
2022-12-16 20:52:55,Nothing Ever Hurt Like You,Mindi Abair
2022-12-16 20:56:40,Max-O-Man,Fourplay
2022-12-16 21:01:44,City Lights,Mike Phillips
2022-12-16 21:04:14,Sweet Surrender,Chieli Minucci & Special EFX
2022-12-16 21:08:39,The Christmas Song,Gregg Karukas
2022-12-16 21:13:04,New Bossa,Les Sabler
2022-12-16 21:16:11,As,Wendy Moten
2022-12-16 21:19:57,Paradise,Norman Brown
2022-12-16 21:25:02,Trying To Get Back Home,Bill Heller
2022-12-16 21:27:34,We Three Kings,Nick Colionne
2022-12-16 21:34:29,Rendezvous,Najee
2022-12-16 21:39:35,Let It Breathe,Michael Broening
2022-12-16 21:43:04,Your Smiling Face,Nicole Henry
2022-12-16 21:46:52,Have Yourself a Merry Little Christmas,Tom Braxton
2022-12-16 21:48:52,Have Yourself a Merry Little Christmas,Tom Braxton
