time_stamp,song,artist
2022-12-21 11:01:24,Nothing Ever Hurt Like You,Mindi Abair
2022-12-21 11:02:05,Say What's On Your Mind,Nick Colionne
2022-12-21 11:06:37,A Song For Peace,Greg Manning/Kirk Whalum
2022-12-21 11:11:35,Christmas With You,Spencer Day
2022-12-21 11:13:25,If Only in Your Dreams,Bill Evans
2022-12-21 11:18:18,Botswana Bossa Nova,David Benoit
2022-12-21 11:23:51,Groove Assets,Richard Smith
2022-12-21 11:26:53,Hark! The Herald Angels Sing,Dave Koz/David Benoit
2022-12-21 11:31:45,Summer Groove,Tim Bowman
2022-12-21 11:35:26,Motor City Moves,J White/Lin Rountree
2022-12-21 11:40:19,March of the Jazz Angels,Larry Carlton
2022-12-21 11:47:41,Let's Get Up,Kyle Schroeder
2022-12-21 11:49:32,107 Degrees in the Shade,Alex Bugnon
2022-12-21 11:54:22,It's Christmas,Jamie Cullum
2022-12-21 11:58:36,Pastel Leather,Althea Rene
2022-12-21 12:02:53,Chasing the Dawn,Peter White
2022-12-21 12:09:01,Doctor's Orders,Phillip Doc Martin
2022-12-21 12:12:04,The Little Drummer Boy,Rick Braun
2022-12-21 12:16:20,East River Drive,"Grover Washington, Jr."
2022-12-21 12:21:16,eBop,Chuck Loeb
2022-12-21 12:27:22,Broken Promises,Quintin Gerard W.
2022-12-21 12:31:01,I'll Be Home For Christmas,Carl Anderson
2022-12-21 12:35:51,Viva de Funk,The Crusaders
2022-12-21 12:40:46,New Bossa,Les Sabler
2022-12-21 12:43:51,Mystic Voyage,Roy Ayers
2022-12-21 12:48:47,Journey To Love,Nathan Mitchell/Kirk Whalum
2022-12-21 12:53:43,"Hallelujah, I Love Her So",David Sanborn/James Taylor
2022-12-21 12:56:47,Silent Night,Julian Vaughn
2022-12-21 13:00:28,Montreux,Walter Beasley
2022-12-21 13:05:59,Restoration,Bob James
2022-12-21 13:12:39,Highway 10,Ryan La Valette
2022-12-21 13:16:18,God Rest Ye Merry Gentleman,Tim Bowman
2022-12-21 13:21:12,As,Wendy Moten
2022-12-21 13:23:02,90 Degrees in the Shade,Heavy Shift
2022-12-21 13:30:28,Paradigm Shift,Carol Albert/Paul Brown
2022-12-21 13:34:43,O Little Town Of Bethlehem,Dave Koz and Friends
2022-12-21 13:38:24,When You Love Somebody,Nick Colionne
2022-12-21 13:42:05,Force,Judah Sealy
2022-12-21 13:45:52,El Nino,Dan Siegel
2022-12-21 13:46:28,Force,Judah Sealy
2022-12-21 13:47:05,El Nino,Dan Siegel
2022-12-21 13:51:59,Trying To Get Back Home,Bill Heller
2022-12-21 13:55:34,Paradise,Hil St. Soul
2022-12-21 13:59:13,The Christmas Song,David Garfield/Brandon Fields
2022-12-21 14:03:32,Let's Get Down Tonight,Adam Hawley
2022-12-21 14:06:44,When It Feels Good,Jeff Kashiwa
2022-12-21 14:11:51,Say It Aint Good To Ya,Byron Miller
2022-12-21 14:16:10,Joy Dance,Kim Waters
2022-12-21 14:19:52,Body 2 Body,Denny Jiosa
2022-12-21 14:24:49,Christmas Time Is Here,David Benoit (feat. Take 6)
2022-12-21 14:29:56,Winelight,Paul Brown
2022-12-21 14:34:49,In Too Deep,Pieces Of A Dream
2022-12-21 14:39:47,Caravan,Roman Street
2022-12-21 14:42:14,Let It Breathe,Michael Broening
2022-12-21 14:47:11,The Way She Walks,Boney James
2022-12-21 14:50:56,Shadow Of Doubt,Chris Standring
2022-12-21 14:55:54,Silent Night,Ben Tankard/Donald Hayes
2022-12-21 14:58:57,Smooth Operator,Sade
2022-12-21 15:03:48,The First Noel,George Howard
2022-12-21 15:07:27,Buy Me Love,Chance Howard/Candy Dulfer
2022-12-21 15:12:56,Together Again,Peter White
2022-12-21 15:17:52,Perfect Timing,Lisa Addeo
2022-12-21 15:22:48,Rudolph The Rednose Reindeer - Frosty The Snowman,Kenny G
2022-12-21 15:27:07,I Wanna Be Where You Are,Bob Baldwin
2022-12-21 15:33:17,Superstar,Riley Richard
2022-12-21 15:37:34,End To A Perfect Day,Paul Jackson Jr. f/ Najee
2022-12-21 15:41:58,The Drive,Geneve 5
2022-12-21 15:46:55,Heaven's Design,Bobby McFerrin
2022-12-21 15:51:48,Jingle Bells,Jay Rowe
2022-12-21 15:56:46,Let's Get Down Tonight,Adam Hawley
2022-12-21 16:01:41,Hi-Heel Sneakers,Urban Knights
2022-12-21 16:05:21,City Lights,Mike Phillips
2022-12-21 16:08:27,Stay,Club 1600
2022-12-21 16:13:23,Ride Along,Julian Vaughn
2022-12-21 16:16:26,Let It Breathe,Michael Broening
2022-12-21 16:21:22,I Wonder as I Wander,New York Voices
2022-12-21 16:26:13,Passion Play,Andy Snitzer
2022-12-21 16:31:09,Paradigm Shift,Carol Albert/Paul Brown
2022-12-21 16:34:11,Why Not You,Walter Beasley
2022-12-21 16:39:05,Blue Sphere,Lars Taylor
2022-12-21 16:43:24,Mirage,Steve Cole
2022-12-21 16:47:40,Let It Snow,Brian Bromberg/Maysa/Chris Walker
2022-12-21 16:52:00,Convergency,Candy Dulfer
2022-12-21 16:55:04,Ride the D Train,Paul Hardcastle
2022-12-21 17:00:39,After Party,David P Stevens
2022-12-21 17:03:06,Winter Wonderland,Jessy J
2022-12-21 17:09:16,Precious,Esperanza Spalding
2022-12-21 17:12:57,Only In My Dreams,Acoustic Alchemy
2022-12-21 17:19:43,Eddie's Groove,Gerald Albright
2022-12-21 17:23:23,Christmas Is Coming,David Benoit
2022-12-21 17:27:38,Joy Dance,Kim Waters
2022-12-21 17:31:20,Nikki's Walk,Jeff Golub
2022-12-21 17:36:49,Just Say Yes,Roberto Vally
2022-12-21 17:40:30,I'm OK,Lindsey Webster
2022-12-21 17:47:14,Five Favorite Things,Kim Scott
2022-12-21 17:50:57,Turkish,Rick Braun
2022-12-21 17:55:14,Electra Glide,Down To The Bone
2022-12-21 18:02:37,A Coastal Breeze,A. Ray Fuller
2022-12-21 18:06:19,What Christmas Means,Kem
2022-12-21 18:12:27,Feelin' Fine,Spyro Gyra
2022-12-21 18:15:29,Slip 'n' Slide,Gerald Veasley
2022-12-21 18:16:04,Feelin' Fine,Spyro Gyra
2022-12-21 18:16:40,Slip 'n' Slide,Gerald Veasley
2022-12-21 18:19:42,B's Mood,Bobby Lyle
2022-12-21 18:26:26,Workin' It Out,Jason Jackson
2022-12-21 18:30:18,Greensleeves (What Child Is This?),Peter White
2022-12-21 18:33:21,Perfect Timing,Lisa Addeo
2022-12-21 18:35:10,Perfect Timing,Lisa Addeo
