time_stamp,song,artist
2022-12-18 20:43:22,Force,Judah Sealy
2022-12-18 20:44:39,Off The Top,Kim Scott
2022-12-18 20:48:24,New Bossa,Les Sabler
2022-12-18 20:52:08,What Child Is This,Jessy J
2022-12-18 20:55:45,Nine 2 Five,Nils
2022-12-18 20:59:23,Breakthrough,Cal Harris Jr.
2022-12-18 21:04:13,Last Look,Torcuato Mariano
2022-12-18 21:09:02,Have Yourself a Merry Little Christmas,Warren Hill
2022-12-18 21:13:55,Quantum Soul,Keith Andrew
2022-12-18 21:17:31,Coastin',Boney James/Lalah Hathaway
2022-12-18 21:21:09,Mr. Wah,Chris Botti
2022-12-18 21:26:00,Just Say Yes,Roberto Vally
2022-12-18 21:30:53,Christmas Time Is Here,Fourplay
2022-12-18 21:35:07,Havana Nights (AKA Havana Nagila),Brian Bromberg
2022-12-18 21:38:46,And Now This,Paul Taylor
2022-12-18 21:42:25,As,Najee
2022-12-18 21:46:05,It's Christmas,Michael J. Thomas/Maysa
2022-12-18 21:50:24,Business As Usual,Sean U
2022-12-18 21:54:03,Just to Be Next to You,Dave Koz
2022-12-18 21:58:56,Tickle Time,Herb Alpert
2022-12-18 22:01:24,Harry The Hipster,Richard Elliot
2022-12-18 22:05:38,O Tannenbaum,Peter White
2022-12-18 22:09:53,Good On You,Will Donato
2022-12-18 22:14:12,Aguas de Marco (Waters of March),Eliane Elias/Take 6
2022-12-18 22:19:40,It's Been Too Long,Nick Colionne
2022-12-18 22:23:59,Electric Shock,Matt Willard
2022-12-18 22:27:37,This Christmas,Brian Culbertson
2022-12-18 22:32:35,Fast Train To Everywhere,Chris Standring
2022-12-18 22:36:13,Let's Move,Eric Valentine/Richard Elliot
2022-12-18 22:41:40,Cool Of The Night,Joyce Cooling
2022-12-18 22:45:17,The Christmas Song,Daryl Beebe
2022-12-18 22:50:08,Ride With Me,JJ Sansaverino
2022-12-18 22:54:59,Deja Blue,Cindy Bradley
2022-12-18 22:58:04,Now or Never,Phylicia Rae/Marcus Anderson
2022-12-18 23:02:57,Back To Back,Rick Braun
2022-12-18 23:06:39,Groove Assets,Richard Smith
2022-12-18 23:10:53,Bona Fide Club,Bona Fide
2022-12-18 23:14:33,Winter Wonderland,Diana Krall
2022-12-18 23:17:40,Midnight Drive,Michael Lington
2022-12-18 23:24:53,Lost Words,Philippe Saisse/Marc Antoine
2022-12-18 23:27:55,Love You All My Lifetime,Boney James
2022-12-18 23:33:24,NuJazzy,Bobby Lyle
2022-12-18 23:37:42,And Then I Knew,Pat Metheny Group
2022-12-18 23:45:02,I'm OK,Lindsey Webster
2022-12-18 23:45:39,And Then I Knew,Pat Metheny Group
2022-12-18 23:46:16,I'm OK,Lindsey Webster
2022-12-18 23:51:11,It Came Upon The Midnight Clear/Happy Holiday,Dave Koz
2022-12-18 23:55:28,A Coastal Breeze,A. Ray Fuller
2022-12-18 23:58:31,Workin' It Out,Jason Jackson
2022-12-19 00:02:10,We Got The Groove,Gerald Albright
2022-12-19 00:02:46,Workin' It Out,Jason Jackson
2022-12-19 00:03:22,We Got The Groove,Gerald Albright
2022-12-19 00:05:47,The First Noel,Yellowjackets/Jean Baylor
2022-12-19 00:12:30,Let It Breathe,Michael Broening
2022-12-19 00:16:10,Way Up,Wayman Tisdale
2022-12-19 00:20:33,In the City Life,Gota
2022-12-19 00:23:37,Busta Move,Julian Vaughn
2022-12-19 00:29:01,Silver Bells,Kenny G
2022-12-19 00:32:03,Hawaiian Electric,Hiroshima
2022-12-19 00:36:54,Co-Motion,Lemek
2022-12-19 00:40:30,Buy Me Love,Chance Howard/Candy Dulfer
2022-12-19 00:45:58,O Christmas Tree,Warren Wolf
2022-12-19 00:49:01,Chances,Jacob Webb
2022-12-19 00:53:51,Astro,Drew Davidsen
2022-12-19 00:56:54,Perfect Timing,Lisa Addeo
2022-12-19 01:01:43,Harbour Lights,Chuck Loeb
2022-12-19 01:07:13,Angels We Have Heard on High,Don Grusin
2022-12-19 01:12:01,Nothing Ever Hurt Like You,Mindi Abair
2022-12-19 01:15:03,Nils,Let's Bounce
2022-12-19 01:19:18,Echoes Rising,Paul Hardcastle
2022-12-19 01:22:55,Stargazer,Randal Clark
2022-12-19 01:27:13,Greensleeves,Bob James/Hilary James
2022-12-19 01:30:48,Move With You,David P. Stevens
2022-12-19 01:35:03,Motor City Moves,J White/Lin Rountree
2022-12-19 01:39:54,Passion Play,Acoustic Alchemy
2022-12-19 01:44:08,Five Favorite Things,Kim Scott
2022-12-19 01:47:46,Ready Or Not,Paula Atherton
2022-12-19 01:52:38,The Sweetest Taboo,Sade
2022-12-19 01:56:15,Montreux,Walter Beasley
2022-12-19 02:00:30,Flying High,Peter White
2022-12-19 02:03:33,My Little Drum,Rick Braun
2022-12-19 02:07:13,Broken Promises,Quintin Gerard W.
2022-12-19 02:11:28,Sister Moon,Herbie Hancock/Sting
2022-12-19 02:18:09,Unconditional,Pamela Williams
2022-12-19 02:22:26,Night Flight,Jeremy Sean Hector
2022-12-19 02:27:19,God Rest Ye Merry Gentlemen,Marion Meadows
2022-12-19 02:32:09,Sneaky,Herb Alpert
2022-12-19 02:35:48,Paradigm Shift,Carol Albert/Paul Brown
2022-12-19 02:40:01,Sweat,Richard Elliot
2022-12-19 02:44:14,Let It Snow,Brian Bromberg/Maysa/Chris Walker
2022-12-19 02:48:30,Say What,Jackiem Joyner
2022-12-19 02:52:47,Better Days Ahead,Norman Brown
2022-12-19 02:57:39,Eddie's Groove,Gerald Albright
2022-12-19 03:01:53,Someday Soon,David Benoit
