time_stamp,song,artist
2022-12-15 16:54:48,Pocket Change,Chuck Loeb
2022-12-15 16:59:23,Take It Home,Andrew Neu
2022-12-15 17:04:31,Angels We Have Heard on High,Don Grusin
2022-12-15 17:08:16,Follow Your Bliss,Marc Antoine
2022-12-15 17:13:17,L.I.T.,Riley Richard
2022-12-15 17:18:17,NuJazzy,Bobby Lyle
2022-12-15 17:21:36,Deck The Halls,Dave Koz
2022-12-15 17:25:59,Ocean Blue,Steve Oliver
2022-12-15 17:29:54,And Now This,Paul Taylor
2022-12-15 17:34:54,Cast Your Fate to the Wind,David Benoit
2022-12-15 17:37:25,November's Child,Special EFX/Chieli Minucci
2022-12-15 17:42:23,Forever,Jeff Kashiwa
2022-12-15 17:47:20,Feel the Breeze,Paul Hardcastle
2022-12-15 17:52:20,All I Want For Christmas,Herb Alpert
2022-12-15 17:56:08,Kiss The Sky,Ron Bosse
2022-12-15 17:59:17,Morning Breeze,Jazz Holdouts
2022-12-15 18:03:39,Flow,Ace Livingston
2022-12-15 18:06:43,Silver Bells,Kenny G
2022-12-15 18:11:44,Buy Me Love,Chance Howard/Candy Dulfer
2022-12-15 18:16:06,South of Market,Joyce Cooling
2022-12-15 18:21:04,Stickwidit,Carl Cox
2022-12-15 18:24:52,Have Yourself a Merry Little Christmas,Lee Ritenour
2022-12-15 18:28:00,Creepin',Boney James
2022-12-15 18:31:08,Let It Breathe,Michael Broening
2022-12-15 18:36:09,Going Out,Julian Vaughn
