time_stamp,song,artist
2023-05-18 21:06:22, ,
2023-05-18 21:08:47,Blues For Jeff,Paul Brown
2023-05-18 21:12:24, ,
2023-05-18 21:14:44,Summer Nights,Urban Nights
2023-05-18 21:15:55, ,
2023-05-18 21:17:05,Coastin',Julian Vaughn
2023-05-18 21:18:16, ,
2023-05-18 21:20:36,Coastin',Julian Vaughn
2023-05-18 21:21:47, ,
2023-05-18 21:22:58,It's Probably Me,Vanessa Rubin
2023-05-18 21:26:31, ,
2023-05-18 21:27:42,Fly With The Wind,Najee
2023-05-18 21:30:02,Velocity,John E. Lawrence
2023-05-18 21:33:33, ,
2023-05-18 21:34:43,So into You,Steve Cole
2023-05-18 21:37:07,Coming Home,Jonathan Butler
2023-05-18 21:39:28, ,
2023-05-18 21:47:44,Generation U,Sean U
2023-05-18 21:50:05, ,
2023-05-18 21:53:37,Spoon,Grace Kelly
2023-05-18 21:55:57,Lovers Melody,Ryan La Valette/Nicholas Cole
2023-05-18 21:57:08, ,
2023-05-18 21:58:18,Lovers Melody,Ryan La Valette/Nicholas Cole
2023-05-18 22:00:41,Hot Sauce,Jessy J
2023-05-18 22:04:13,Ju-Ju,Fourplay
2023-05-18 22:05:24, ,
2023-05-18 22:06:36,Ju-Ju,Fourplay
2023-05-18 22:07:47, ,
2023-05-18 22:08:57,Ju-Ju,Fourplay
2023-05-18 22:10:08, ,
2023-05-18 22:11:19,Spend My Life With You,Kirk Whalum
2023-05-18 22:12:30, ,
2023-05-18 22:14:53,After Hours,Brian Culbertson
2023-05-18 22:16:04, ,
2023-05-18 22:17:15,After Hours,Brian Culbertson
2023-05-18 22:18:26,Skyway,Steve Oliver
2023-05-18 22:21:57,When Your Life Was Low,Joe Sample/Lalah Hathaway
2023-05-18 22:24:18, ,
2023-05-18 22:26:39,When Your Life Was Low,Joe Sample/Lalah Hathaway
2023-05-18 22:27:50, ,
2023-05-18 22:30:12,Lifted,Cindy Bradley
2023-05-18 22:31:23, ,
2023-05-18 22:32:34,Coastline Crusader,Paul Hardcastle
2023-05-18 22:34:55,Renaissance,Chieli Minucci
2023-05-18 22:37:17, ,
2023-05-18 22:38:27,Renaissance,Chieli Minucci
2023-05-18 22:39:38, ,
2023-05-18 22:40:49,Ashland,Randal Clark
2023-05-18 22:44:21,Forget-Me-Not,Marc Antoine
2023-05-18 22:45:31, ,
2023-05-18 22:46:41,Forget-Me-Not,Marc Antoine
2023-05-18 22:49:03,Hookline,Matt Lee
2023-05-18 22:50:14, ,
2023-05-18 22:53:47,Wanting,Gabriela Anders
2023-05-18 22:56:09, ,
2023-05-18 22:57:19,KJ's Vybe,Kevin Jackson
2023-05-18 22:58:29, ,
2023-05-18 22:59:40,KJ's Vybe,Kevin Jackson
2023-05-18 23:00:51, ,
2023-05-18 23:02:02,Electra Glide,Down To The Bone
2023-05-18 23:03:13, ,
2023-05-18 23:04:23,Electra Glide,Down To The Bone
2023-05-18 23:05:34, ,
2023-05-18 23:06:46,Electra Glide,Down To The Bone
2023-05-18 23:07:56, ,
2023-05-18 23:13:50,The Kickback,Nicholas Cole
2023-05-18 23:15:03, ,
2023-05-18 23:17:24,Easy,Tim Bowman
2023-05-18 23:18:35, ,
2023-05-18 23:19:46,News from the Blues,Bob Mamet
2023-05-18 23:20:57, ,
2023-05-18 23:24:30,So Amazing,Patti Austin
2023-05-18 23:28:02, ,
2023-05-18 23:30:23,Voyage,Patrick Bradley
2023-05-18 23:31:33, ,
2023-05-18 23:32:44,Voyage,Patrick Bradley
2023-05-18 23:33:55, ,
2023-05-18 23:37:28,Come Go With Me,Norman Brown
2023-05-18 23:39:50,Trying To Get Back Home,Bill Heller
2023-05-18 23:42:48, ,
2023-05-18 23:45:10,Tropical,Chuck Loeb
2023-05-18 23:45:46, ,
2023-05-18 23:48:09,Smile,Dianne Reeves
2023-05-18 23:51:06,James,Pat Metheny
2023-05-18 23:58:49,Deja Vu,Walter Beasley
2023-05-19 00:01:47,After the Fall,Incognito
2023-05-19 00:02:58, ,
2023-05-19 00:04:08,After the Fall,Incognito
2023-05-19 00:04:44, ,
2023-05-19 00:07:07,Positive Vibe,Pamela Williams
2023-05-19 00:08:54, ,
2023-05-19 00:10:40,For The Cool In You,Cindy Bradley
2023-05-19 00:13:37, ,
2023-05-19 00:14:56,Remember Me,Marion Meadows
2023-05-19 00:15:31, ,
2023-05-19 00:17:57,Spooky,Marc Antoine
2023-05-19 00:20:58,Feel The Breeze,Shaun LaBelle/Patrice Rushen
2023-05-19 00:23:56, ,
2023-05-19 00:26:55,Summer Lovers,The Rippingtons
2023-05-19 00:27:31, ,
2023-05-19 00:29:53,Forecast,Jazz Funk Soul
2023-05-19 00:31:03, ,
2023-05-19 00:32:49,Forecast,Jazz Funk Soul
2023-05-19 00:35:13,I Believe in You,3rd Force
2023-05-19 00:39:57,Treat Her Right,Jacob Webb
2023-05-19 00:42:58, ,
2023-05-19 00:44:09,I'm Ready,Camiel
2023-05-19 00:47:05,All For One,Allen Carman Project
2023-05-19 00:50:05, ,
2023-05-19 00:51:51,Anthem For A New America,Jeff Lorber
2023-05-19 00:54:49,Summer Madness,Richard Elliot
2023-05-19 00:55:59, ,
2023-05-19 00:56:35,Summer Madness,Richard Elliot
2023-05-19 00:58:56,Mr. Z,Eric Valentine
2023-05-19 01:00:43, ,
2023-05-19 01:01:55,Bird Island,Paul Hardcastle
2023-05-19 01:04:57, ,
2023-05-19 01:09:05,Dance With Me Tonight,Brian Culbertson
2023-05-19 01:09:41, ,
2023-05-19 01:10:53,I Couldn't Love You More,Sade
2023-05-19 01:12:03, ,
2023-05-19 01:12:39,I Couldn't Love You More,Sade
2023-05-19 01:15:02,East Bay Bounce,Paul Taylor
2023-05-19 01:15:36, ,
2023-05-19 01:17:59,East Bay Bounce,Paul Taylor
2023-05-19 01:18:35,Future Smooth,Ryan Montano
2023-05-19 01:19:45, ,
2023-05-19 01:20:59,Future Smooth,Ryan Montano
2023-05-19 01:21:36, ,
2023-05-19 01:22:47,Caribe,Spyro Gyra
2023-05-19 01:27:29,Night In St. Petersburg,Ilya Serov
2023-05-19 01:28:41, ,
2023-05-19 01:31:40,Night In St. Petersburg,Ilya Serov
2023-05-19 01:32:51, ,
2023-05-19 01:34:37,Cafe Rio,David Benoit
2023-05-19 01:35:48, ,
2023-05-19 01:36:23,Cafe Rio,David Benoit
2023-05-19 01:37:34, ,
2023-05-19 01:39:21,No Getting over (No Way No How),Jonathan Butler
2023-05-19 01:40:33, ,
2023-05-19 01:43:33,No Getting over (No Way No How),Jonathan Butler
2023-05-19 01:44:45, ,
2023-05-19 01:45:20,Talk to Me,Michael Broening
2023-05-19 01:47:43, ,
2023-05-19 01:48:54,Talk to Me,Michael Broening
2023-05-19 01:49:31, ,
2023-05-19 01:51:17,Could It Be I'm Falling in Love,Peter White
2023-05-19 01:52:28, ,
2023-05-19 01:55:26,Spin,Steve Cole
2023-05-19 01:57:52, ,
2023-05-19 02:00:50,Hide & Seek (Bahjee Bahjee),Regina Carter
2023-05-19 02:02:35, ,
2023-05-19 02:03:46,Set The Tone,Judah Sealy
2023-05-19 02:04:57, ,
2023-05-19 02:05:32,Set The Tone,Judah Sealy
2023-05-19 02:06:42,Urban Cowboy,Acoustic Alchemy
2023-05-19 02:08:30, ,
2023-05-19 02:09:40,Urban Cowboy,Acoustic Alchemy
2023-05-19 02:10:16,Urban Cowboy,Acoustic Alchemy
