time_stamp,song,artist
2023-05-17 10:46:14,Mahogany,Marqueal Jordan
2023-05-17 10:47:23, ,
2023-05-17 10:50:22,I Can't Help It,Will Downing
2023-05-17 10:52:45,Bingo Jingo,Rippingtons
2023-05-17 10:55:07, ,
2023-05-17 10:56:18,Bingo Jingo,Rippingtons
2023-05-17 10:57:31, ,
2023-05-17 10:58:42,Anything's Possible,Dave Koz
2023-05-17 11:01:04, ,
2023-05-17 11:03:25,Talk to Me,Michael Broening
2023-05-17 11:05:47, ,
2023-05-17 11:06:58,Daddy-O,Ken Navarro
2023-05-17 11:08:11, ,
2023-05-17 11:09:22,Coastin',Julian Vaughn
2023-05-17 11:14:06, ,
2023-05-17 11:16:27,Walkin' Down Beale Street,Gerald Albright
2023-05-17 11:18:52, ,
2023-05-17 11:21:14,Buy Me Love,Chance Howard/Candy Dulfer
2023-05-17 11:22:25, ,
2023-05-17 11:23:36,Buy Me Love,Chance Howard/Candy Dulfer
2023-05-17 11:24:11, ,
2023-05-17 11:26:33,New Bossa,Les Sabler
2023-05-17 11:27:44, ,
2023-05-17 11:28:57,Beat Street,David Benoit
2023-05-17 11:29:33, ,
2023-05-17 11:30:44,Beat Street,David Benoit
2023-05-17 11:31:20, ,
2023-05-17 11:33:07,All For One,Allen Carman Project
2023-05-17 11:36:05, ,
2023-05-17 11:36:41,Love Street,Chris Standring
2023-05-17 11:37:52, ,
2023-05-17 11:39:03,NuJazzy,Bobby Lyle
2023-05-17 11:39:41, ,
2023-05-17 11:42:41,NuJazzy,Bobby Lyle
2023-05-17 11:43:16, ,
2023-05-17 11:43:52,We're in This Love Together,Al Jarreau
2023-05-17 11:44:27, ,
2023-05-17 11:46:15,We're in This Love Together,Al Jarreau
2023-05-17 11:46:50, ,
2023-05-17 11:47:26,We're in This Love Together,Al Jarreau
2023-05-17 11:48:01, ,
2023-05-17 11:49:12,Religify,Euge Groove
2023-05-17 11:51:01, ,
2023-05-17 11:52:12,Morning Samba,Brian Simpson
2023-05-17 11:52:48, ,
2023-05-17 11:53:59,Morning Samba,Brian Simpson
2023-05-17 11:56:21,Big Bounce,Blake Aaron
2023-05-17 11:56:57, ,
2023-05-17 11:57:32,Big Bounce,Blake Aaron
2023-05-17 11:59:55, ,
2023-05-17 12:00:31,Connecting Dreamtime,Yulara
2023-05-17 12:02:23, ,
2023-05-17 12:03:01,Connecting Dreamtime,Yulara
2023-05-17 12:04:15, ,
2023-05-17 12:04:51,Caravan,Roman Street
2023-05-17 12:05:26, ,
2023-05-17 12:07:48,Caravan,Roman Street
2023-05-17 12:08:24,Full Circle,Daryl Beebe
2023-05-17 12:09:35, ,
2023-05-17 12:10:10,Full Circle,Daryl Beebe
2023-05-17 12:11:59, ,
2023-05-17 12:13:45,Sweet Serenade,Jonathan Butler
2023-05-17 12:14:57, ,
2023-05-17 12:16:07,Sweet Serenade,Jonathan Butler
2023-05-17 12:19:04,Get Here,Oleta Adams
2023-05-17 12:20:14, ,
2023-05-17 12:22:39,Get Here,Oleta Adams
2023-05-17 12:23:14, ,
2023-05-17 12:24:24,That Beat,The 3 Keys
2023-05-17 12:25:00, ,
2023-05-17 12:25:35,That Beat,The 3 Keys
2023-05-17 12:26:10, ,
2023-05-17 12:26:46,Shakin' the Shack,Dave Koz
2023-05-17 12:29:07, ,
2023-05-17 12:29:42,Shakin' the Shack,Dave Koz
2023-05-17 12:30:53, ,
2023-05-17 12:32:04,Shakin' the Shack,Dave Koz
2023-05-17 12:32:39, ,
2023-05-17 12:33:16,Groove Factor,Skinny Hightower
2023-05-17 12:33:51, ,
2023-05-17 12:35:37,Groove Factor,Skinny Hightower
2023-05-17 12:36:13, ,
2023-05-17 12:40:21,Bola,Strunz & Farah
2023-05-17 12:40:58, ,
2023-05-17 12:41:33,Bola,Strunz & Farah
2023-05-17 12:43:20, ,
2023-05-17 12:43:57,Bola,Strunz & Farah
2023-05-17 12:44:32, ,
2023-05-17 12:45:43,Fresh Start,Kyle Schroeder
2023-05-17 12:46:54, ,
2023-05-17 12:51:38,I Forgive You,Rachelle Ferrell
2023-05-17 12:53:24, ,
2023-05-17 12:57:34,Good Day,Peter White
2023-05-17 12:58:11, ,
2023-05-17 12:59:21,Good Day,Peter White
2023-05-17 12:59:57, ,
2023-05-17 13:03:31,Magic Mirror,Carol Albert
2023-05-17 13:04:43, ,
2023-05-17 13:05:21,Magic Mirror,Carol Albert
2023-05-17 13:05:57, ,
2023-05-17 13:07:07,Magic Mirror,Carol Albert
2023-05-17 13:07:43, ,
2023-05-17 13:11:17,Is There A Doctor In The House?,Chris Standring
2023-05-17 13:13:03, ,
2023-05-17 13:14:15,That Special Touch,Kim Waters
2023-05-17 13:17:14, ,
2023-05-17 13:18:26,After Hours (The Antidote),Ronny Jordan
2023-05-17 13:19:01, ,
2023-05-17 13:20:12,After Hours (The Antidote),Ronny Jordan
2023-05-17 13:20:48, ,
2023-05-17 13:21:59,After Hours (The Antidote),Ronny Jordan
2023-05-17 13:22:35, ,
2023-05-17 13:24:21,"Open Your Eyes, You Can Fly",Lizz Wright
2023-05-17 13:25:33, ,
2023-05-17 13:26:08,"Open Your Eyes, You Can Fly",Lizz Wright
2023-05-17 13:28:33,Future Smooth,Ryan Montano
2023-05-17 13:32:08, ,
2023-05-17 13:33:18,Sunlight,Pat Metheny
2023-05-17 13:33:54, ,
2023-05-17 13:34:28,Sunlight,Pat Metheny
2023-05-17 13:35:03, ,
2023-05-17 13:35:38,Sunlight,Pat Metheny
2023-05-17 13:36:14, ,
2023-05-17 13:36:50,Sunlight,Pat Metheny
2023-05-17 13:37:28, ,
2023-05-17 13:39:13,Set The Tone,Judah Sealy
2023-05-17 13:39:49, ,
2023-05-17 13:41:00,Set The Tone,Judah Sealy
2023-05-17 13:41:35, ,
2023-05-17 13:42:46,Trinity,Acoustic Alchemy
2023-05-17 13:44:32, ,
2023-05-17 13:48:09,Woody's Gap,Roberto Vally
2023-05-17 13:48:45, ,
2023-05-17 13:50:32,Makeda,Les Nubians
2023-05-17 13:51:07, ,
2023-05-17 13:52:19,Makeda,Les Nubians
2023-05-17 13:53:30, ,
2023-05-17 13:54:06,Makeda,Les Nubians
2023-05-17 13:55:17, ,
2023-05-17 13:58:15,Send One Your Love,Boney James
2023-05-17 13:59:28,Cast Your Fate to the Wind,David Benoit
2023-05-17 14:00:03, ,
2023-05-17 14:01:50,Cast Your Fate to the Wind,David Benoit
2023-05-17 14:03:01,Coming Home,Jonathan Butler
2023-05-17 14:04:50, ,
2023-05-17 14:07:13,Coming Home,Jonathan Butler
2023-05-17 14:07:49, ,
2023-05-17 14:09:40,Groove Central,Lemek
2023-05-17 14:10:15, ,
2023-05-17 14:13:15,Unconditional,Kirk Whalum
2023-05-17 14:14:26, ,
2023-05-17 14:15:02,Unconditional,Kirk Whalum
2023-05-17 14:16:13, ,
2023-05-17 14:16:48,Unconditional,Kirk Whalum
2023-05-17 14:18:35,Smooth Soul,Erin Stevenson
2023-05-17 14:20:23, ,
2023-05-17 14:21:36,Smooth Soul,Erin Stevenson
2023-05-17 14:22:11, ,
2023-05-17 14:23:22,Groove With Me,Willie Bradley
2023-05-17 14:23:58, ,
2023-05-17 14:29:19,Soul Serenade,David Sanborn
2023-05-17 14:29:55, ,
2023-05-17 14:31:44,Easy,Tim Bowman
2023-05-17 14:32:55, ,
2023-05-17 14:34:06,Easy,Tim Bowman
2023-05-17 14:34:42, ,
2023-05-17 14:35:56,Up and Up,Jeff Ryan
2023-05-17 14:37:07, ,
2023-05-17 14:38:18,Up and Up,Jeff Ryan
2023-05-17 14:39:29,Keep The Faith,U-Nam
2023-05-17 14:40:05, ,
2023-05-17 14:43:41,Keep The Faith,U-Nam
2023-05-17 14:44:17, ,
2023-05-17 14:44:53,Paradise,Hil St. Soul
2023-05-17 14:46:04, ,
2023-05-17 14:47:16,Paradise,Hil St. Soul
2023-05-17 14:48:28, ,
2023-05-17 14:51:28,Velocity,John E. Lawrence
2023-05-17 14:52:03, ,
2023-05-17 14:53:53,Lisa,Stanley Clarke
2023-05-17 14:54:28, ,
2023-05-17 14:55:05,Lisa,Stanley Clarke
2023-05-17 14:58:04, ,
2023-05-17 14:59:14,Everybody Get Up,Patrick Lamb
2023-05-17 15:01:01, ,
2023-05-17 15:02:12,Night Vision,Pieces of a Dream
2023-05-17 15:03:25, ,
2023-05-17 15:04:00,Night Vision,Pieces of a Dream
2023-05-17 15:04:35, ,
2023-05-17 15:05:11,Night Vision,Pieces of a Dream
2023-05-17 15:06:22, ,
2023-05-17 15:06:57,On A Roll,Quintin Gerard W.
2023-05-17 15:08:08, ,
2023-05-17 15:08:43,On A Roll,Quintin Gerard W.
2023-05-17 15:11:41,Out To Lunch,Oli Silk
2023-05-17 15:14:04, ,
2023-05-17 15:15:16,Out To Lunch,Oli Silk
2023-05-17 15:15:52, ,
2023-05-17 15:20:36,Feel The Breeze,Shaun LaBelle/Patrice Rushen
2023-05-17 15:21:47, ,
2023-05-17 15:22:57,Feel The Breeze,Shaun LaBelle/Patrice Rushen
2023-05-17 15:24:08,Crosstown Kids,Larry Carlton/Lee Ritenour
2023-05-17 15:25:57, ,
2023-05-17 15:26:33,Crosstown Kids,Larry Carlton/Lee Ritenour
2023-05-17 15:27:08, ,
2023-05-17 15:28:19,Crosstown Kids,Larry Carlton/Lee Ritenour
2023-05-17 15:29:30, ,
2023-05-17 15:30:05,Missing You,Jackiem Joyner
2023-05-17 15:31:16, ,
2023-05-17 15:32:27,Missing You,Jackiem Joyner
2023-05-17 15:33:02,Groove-O-Matic,Blake Aaron
2023-05-17 15:34:12, ,
