time_stamp,song,artist
2022-12-20 14:03:35,Montreux,Walter Beasley
2022-12-20 14:07:16,Come To Me,Brian Culbertson
2022-12-20 14:12:13,After Party,David P Stevens
2022-12-20 14:15:20,Perfect Timing,Lisa Addeo
2022-12-20 14:19:39,Shake It,Nils
2022-12-20 14:23:18,Winter Wonderland,Kenny G
2022-12-20 14:28:12,I'm OK,Lindsey Webster
2022-12-20 14:34:23,Chances,Jacob Webb
2022-12-20 14:38:05,My Funny Valentine,Paul Brown
2022-12-20 14:42:23,Workin' It Out,Jason Jackson
2022-12-20 14:46:05,Bullseye,Peter White
2022-12-20 14:50:59,Let It Snow,Brian Bromberg/Maysa/Chris Walker
2022-12-20 14:54:39,More Than You'll Ever Know,Everette Harp
2022-12-20 15:00:06,The Gypsy,Urban Knights
2022-12-20 15:04:59,Christmas Is Coming,Vince Guaraldi Trio
2022-12-20 15:08:02,Coast To Coast,Vincent Ingala
2022-12-20 15:12:55,Pop's Cool Groove,Norman Brown
2022-12-20 15:17:49,Convergency,Candy Dulfer
2022-12-20 15:20:50,Carol of the Bells,Nancy Wilson/New York Voices
2022-12-20 15:26:56,Nightshift,Gregg Karukas
2022-12-20 15:31:49,Montreux,Walter Beasley
2022-12-20 15:34:51,Seven Years of Good Luck,Joe Sample
2022-12-20 15:40:21,Workin',Jazz Holdouts
2022-12-20 15:44:40,State of Grace,Jeff Lorber
2022-12-20 15:48:22,The Holiday's On!,Joyce Cooling
2022-12-20 15:51:27,Eddie's Groove,Gerald Albright
2022-12-20 15:55:12,3rd Degree,Fourplay
2022-12-20 16:00:04,New Heights,Steve Oliver
2022-12-20 16:04:17,Skating,David Benoit
2022-12-20 16:10:17,Coastin',Boney James/Lalah Hathaway
2022-12-20 16:13:20,Restless,Bob James
2022-12-20 16:17:34, ,
2022-12-20 16:18:12,Restless,Bob James
2022-12-20 16:20:01,Co-Motion,Lemek
2022-12-20 16:23:39,Jingle Bell Rock,Kenny G
2022-12-20 16:28:30,Smile,Peter White
2022-12-20 16:31:31,Donut Jam,Peet Project
2022-12-20 16:35:06,The Music Inside,Chuck Loeb
2022-12-20 16:40:42,Highway 10,Ryan La Valette
2022-12-20 16:45:33,Tuesday Swings,Jazz Funk Soul
2022-12-20 16:51:41,White Christmas,Norah Jones
2022-12-20 16:54:08,Step To This,Nick Colionne
2022-12-20 16:58:27,Summer Madness,Richard Elliot
2022-12-20 17:02:11,This Is The Good One,Kombo
2022-12-20 17:07:06,Christmas Time Is Here,Al Jarreau
2022-12-20 17:11:24,Cut Loose,Paul Hardcastle
2022-12-20 17:15:40,Midnight in Madrid,Joe McBride
2022-12-20 17:21:11,Pastel Leather,Althea Rene
2022-12-20 17:24:17,Hark The Herald,Marcus Anderson/Oli Silk
2022-12-20 17:29:43,Lifted,Cindy Bradley
