time_stamp,song,artist
2023-04-29 12:29:35,Treat Her Right,Jacob Webb
2023-04-29 12:34:41,Better Days Ahead,Pat Metheny Group
2023-04-29 12:39:08,How I Feel With You,Jeff Ryan
2023-04-29 12:44:07,Constant Rain,Philippe Saisse Trio
2023-04-29 12:47:09,Crush,Blake Aaron
2023-04-29 12:50:48,Day Dreaming (remix),Natalie Cole
2023-04-29 12:53:49,The Way She Walks,Boney James
2023-04-29 12:58:48,Peculiar Situation,Earl Klugh
2023-04-29 13:02:34,The One,Greg Manning/Julian Vaughn
2023-04-29 13:06:56,Bang Bang,David Sanborn
2023-04-29 13:11:55,Black Lion,Keiko Matsui
2023-04-29 13:15:43,Forecast,Jazz Funk Soul
2023-04-29 13:20:46,Bringing Down the House,Ken Navarro
2023-04-29 13:24:35,Feels Like Heaven,Al Jarreau
2023-04-29 13:28:21,Key To Paradise,Roman Street
2023-04-29 13:33:24,Seven Years of Good Luck,Joe Sample
2023-04-29 13:38:31,By My Side,Gerald Albright
2023-04-29 13:43:20,Romance Dance,Peter White
2023-04-29 13:48:44,Superstar,Riley Richard
2023-04-29 13:52:49,When She Believed in Me,Benoit/Freeman Project/Kenny Loggins
2023-04-29 13:58:18,Religify,Euge Groove
2023-04-29 14:03:00,Follow Your Bliss,Marc Antoine
2023-04-29 14:08:25,Right In There,Kombo
2023-04-29 14:12:32,Don't Say A Word,Walter Beasley
2023-04-29 14:15:14,Orbit,Jesse Cook
2023-04-29 14:17:57,On A Roll,Quintin Gerard W.
2023-04-29 14:23:23,The Beautiful Game,Acoustic Alchemy
2023-04-29 14:28:11,Summertime,Cyrus Chestnut/Anita Baker
2023-04-29 14:32:14,Let's Move,Eric Valentine/Richard Elliot
2023-04-29 14:37:40,Bingo Jingo,Rippingtons
2023-04-29 14:42:22,Everlasting,Darren Rahn
2023-04-29 14:47:06,Latin Haze,Oli Silk/Marc Antoine
2023-04-29 14:51:52,Motor City Moves,J White/Lin Rountree
2023-04-29 14:57:10,I Dont Mind,Maysa
2023-04-29 15:01:58,Send One Your Love,Boney James
2023-04-29 15:06:02,Watercolors LIVE! from the SJC '23, 
2023-04-29 15:07:25,@smoothjazzatsea,#NColionneTribute
2023-04-29 15:32:33,Watercolors LIVE! from the SJC '23, 
2023-04-29 15:33:53,@smoothjazzatsea,#NColionneTribute
2023-04-29 17:54:15,Watercolors LIVE! from the SJC '23, 
2023-04-29 17:54:54,@smoothjazzatsea,#MarcusMiller
2023-04-29 18:31:38,Watercolors LIVE! from the SJC '23, 
2023-04-29 18:32:58,@smoothjazzatsea,#MarcusMiller
2023-04-29 19:21:33,@smoothjazzatsea,@CandyDulfer
